
1:Cabgolord vs. Shirosan,1,Cabgolord,Shirosan,Cabgolord vs. Shirosan,0,1,L,1,11,,Cabgolord,Barry D. Sin of Speed
1:Kaffeecone vs. Raizor,1,Kaffeecone,Raizor,Kaffeecone vs. Raizor,2,0,W,1,11,,Kaffeecone,Barry D. Sin of Speed
1:PokemonFakten vs. Present,1,PokemonFakten,Present,PokemonFakten vs. Present,0,1,L,1,11,,PokemonFakten,Barry D. Sin of Speed
1:DirtyD64 vs. Morbolith,1,DirtyD64,Morbolith,DirtyD64 vs. Morbolith,0,4,L,1,11,,DirtyD64,Barry D. Sin of Speed
2:DaumenKinoLP vs. SurskitTV,2,DaumenKinoLP,SurskitTV,DaumenKinoLP vs. SurskitTV,2,0,W,1,12,,DaumenKinoLP,Barry D. Sin of Speed
2:Cabgolord vs. DiaSwordPlay,2,Cabgolord,DiaSwordPlay,Cabgolord vs. DiaSwordPlay,0,4,L,1,12,,Cabgolord,Barry D. Sin of Speed
2:Kaffeecone vs. Silva,2,Kaffeecone,Silva,Kaffeecone vs. Silva,0,3,L,1,12,,Kaffeecone,Barry D. Sin of Speed
1:FanmadeLetsPlay vs. Shirosan,1,FanmadeLetsPlay,Shirosan,FanmadeLetsPlay vs. Shirosan,1,0,W,1,12,,FanmadeLetsPlay,Barry D. Sin of Speed
2:DirtyD64 vs. Raizor,2,DirtyD64,Raizor,DirtyD64 vs. Raizor,0,2,L,1,12,,DirtyD64,Barry D. Sin of Speed
2:Morbolith vs. Present,2,Morbolith,Present,Morbolith vs. Present,4,0,W,1,12,,Morbolith,Barry D. Sin of Speed
2:SurskitTV vs. Cabgolord,2,SurskitTV,Cabgolord,SurskitTV vs. Cabgolord,2,0,W,1,13,,SurskitTV,Barry D. Sin of Speed
2:Kaffeecone vs. DaumenKinoLP,2,Kaffeecone,DaumenKinoLP,Kaffeecone vs. DaumenKinoLP,0,2,L,1,13,,Kaffeecone,Barry D. Sin of Speed
1:FanmadeLetsPlay vs. DiaSwordPlay,1,FanmadeLetsPlay,DiaSwordPlay,FanmadeLetsPlay vs. DiaSwordPlay,6,0,W,1,13,,FanmadeLetsPlay,Barry D. Sin of Speed
2:DirtyD64 vs. Silva,2,DirtyD64,Silva,DirtyD64 vs. Silva,6,0,W,1,13,,DirtyD64,Barry D. Sin of Speed
2:Morbolith vs. Shirosan,2,Morbolith,Shirosan,Morbolith vs. Shirosan,0,5,L,1,13,,Morbolith,Barry D. Sin of Speed
2:Present vs. Raizor,2,Present,Raizor,Present vs. Raizor,2,0,W,1,13,,Present,Barry D. Sin of Speed
2:Kaffeecone vs. SurskitTV,2,Kaffeecone,SurskitTV,Kaffeecone vs. SurskitTV,1,0,W,1,14,,Kaffeecone,Barry D. Sin of Speed
1:FanmadeLetsPlay vs. Cabgolord,1,FanmadeLetsPlay,Cabgolord,FanmadeLetsPlay vs. Cabgolord,2,0,W,1,14,,FanmadeLetsPlay,Barry D. Sin of Speed
2:DirtyD64 vs. DaumenKinoLP,2,DirtyD64,DaumenKinoLP,DirtyD64 vs. DaumenKinoLP,3,0,W,1,14,,DirtyD64,Barry D. Sin of Speed
2:Morbolith vs. DiaSwordPlay,2,Morbolith,DiaSwordPlay,Morbolith vs. DiaSwordPlay,0,5,L,1,14,,Morbolith,Barry D. Sin of Speed
2:Present vs. Silva,2,Present,Silva,Present vs. Silva,3,0,W,1,14,,Present,Barry D. Sin of Speed
2:Raizor vs. Shirosan,2,Raizor,Shirosan,Raizor vs. Shirosan,2,0,W,1,14,,Raizor,Barry D. Sin of Speed
1:SurskitTV vs. FanmadeLetsPlay,1,SurskitTV,FanmadeLetsPlay,SurskitTV vs. FanmadeLetsPlay,0,4,L,1,15,,SurskitTV,Barry D. Sin of Speed
2:DirtyD64 vs. Kaffeecone,2,DirtyD64,Kaffeecone,DirtyD64 vs. Kaffeecone,3,0,W,1,15,,DirtyD64,Barry D. Sin of Speed
2:Morbolith vs. Cabgolord,2,Morbolith,Cabgolord,Morbolith vs. Cabgolord,0,6,L,1,15,,Morbolith,Barry D. Sin of Speed
2:Present vs. DaumenKinoLP,2,Present,DaumenKinoLP,Present vs. DaumenKinoLP,4,0,W,1,15,,Present,Barry D. Sin of Speed
2:Raizor vs. DiaSwordPlay,2,Raizor,DiaSwordPlay,Raizor vs. DiaSwordPlay,2,0,W,1,15,,Raizor,Barry D. Sin of Speed
2:Shirosan vs. Silva,2,Shirosan,Silva,Shirosan vs. Silva,3,0,W,1,15,,Shirosan,Barry D. Sin of Speed
2:DirtyD64 vs. SurskitTV,2,DirtyD64,SurskitTV,DirtyD64 vs. SurskitTV,3,0,W,1,16,,DirtyD64,Barry D. Sin of Speed
1:Morbolith vs. FanmadeLetsPlay,1,Morbolith,FanmadeLetsPlay,Morbolith vs. FanmadeLetsPlay,0,6,L,1,16,,Morbolith,Barry D. Sin of Speed
2:Present vs. Kaffeecone,2,Present,Kaffeecone,Present vs. Kaffeecone,3,0,W,1,16,,Present,Barry D. Sin of Speed
2:Raizor vs. Cabgolord,2,Raizor,Cabgolord,Raizor vs. Cabgolord,3,0,W,1,16,,Raizor,Barry D. Sin of Speed
2:Shirosan vs. DaumenKinoLP,2,Shirosan,DaumenKinoLP,Shirosan vs. DaumenKinoLP,0,3,L,1,16,,Shirosan,Barry D. Sin of Speed
2:Silva vs. DiaSwordPlay,2,Silva,DiaSwordPlay,Silva vs. DiaSwordPlay,4,0,W,1,16,,Silva,Barry D. Sin of Speed
2:SurskitTV vs. Morbolith,2,SurskitTV,Morbolith,SurskitTV vs. Morbolith,6,0,W,1,17,,SurskitTV,Barry D. Sin of Speed
2:Present vs. DirtyD64,2,Present,DirtyD64,Present vs. DirtyD64,3,0,W,1,17,,Present,Barry D. Sin of Speed
1:Raizor vs. FanmadeLetsPlay,1,Raizor,FanmadeLetsPlay,Raizor vs. FanmadeLetsPlay,0,3,L,1,17,,Raizor,Barry D. Sin of Speed
2:Shirosan vs. Kaffeecone,2,Shirosan,Kaffeecone,Shirosan vs. Kaffeecone,5,0,W,1,17,,Shirosan,Barry D. Sin of Speed
2:Silva vs. Cabgolord,2,Silva,Cabgolord,Silva vs. Cabgolord,0,1,L,1,17,,Silva,Barry D. Sin of Speed
2:DiaSwordPlay vs. DaumenKinoLP,2,DiaSwordPlay,DaumenKinoLP,DiaSwordPlay vs. DaumenKinoLP,0,4,L,1,17,,DiaSwordPlay,Barry D. Sin of Speed
2:Present vs. SurskitTV,2,Present,SurskitTV,Present vs. SurskitTV,2,0,W,1,18,,Present,Barry D. Sin of Speed
2:Raizor vs. Morbolith,2,Raizor,Morbolith,Raizor vs. Morbolith,6,0,W,1,18,,Raizor,Barry D. Sin of Speed
2:Shirosan vs. DirtyD64,2,Shirosan,DirtyD64,Shirosan vs. DirtyD64,5,0,W,1,18,,Shirosan,Barry D. Sin of Speed
1:Silva vs. FanmadeLetsPlay,1,Silva,FanmadeLetsPlay,Silva vs. FanmadeLetsPlay,2,0,W,1,18,,Silva,Barry D. Sin of Speed
2:DiaSwordPlay vs. Kaffeecone,2,DiaSwordPlay,Kaffeecone,DiaSwordPlay vs. Kaffeecone,3,0,W,1,18,,DiaSwordPlay,Barry D. Sin of Speed
2:DaumenKinoLP vs. Cabgolord,2,DaumenKinoLP,Cabgolord,DaumenKinoLP vs. Cabgolord,6,0,W,1,18,,DaumenKinoLP,Barry D. Sin of Speed
2:SurskitTV vs. Raizor,2,SurskitTV,Raizor,SurskitTV vs. Raizor,5,0,W,1,19,,SurskitTV,Barry D. Sin of Speed
2:Shirosan vs. Present,2,Shirosan,Present,Shirosan vs. Present,3,0,W,1,19,,Shirosan,Barry D. Sin of Speed
2:Silva vs. Morbolith,2,Silva,Morbolith,Silva vs. Morbolith,6,0,W,1,19,,Silva,Barry D. Sin of Speed
2:DiaSwordPlay vs. DirtyD64,2,DiaSwordPlay,DirtyD64,DiaSwordPlay vs. DirtyD64,2,0,W,1,19,,DiaSwordPlay,Barry D. Sin of Speed
1:DaumenKinoLP vs. FanmadeLetsPlay,1,DaumenKinoLP,FanmadeLetsPlay,DaumenKinoLP vs. FanmadeLetsPlay,0,3,L,1,19,,DaumenKinoLP,Barry D. Sin of Speed
2:Cabgolord vs. Kaffeecone,2,Cabgolord,Kaffeecone,Cabgolord vs. Kaffeecone,0,1,L,1,19,,Cabgolord,Barry D. Sin of Speed
2:Shirosan vs. SurskitTV,2,Shirosan,SurskitTV,Shirosan vs. SurskitTV,4,0,W,1,20,,Shirosan,Barry D. Sin of Speed
2:Silva vs. Raizor,2,Silva,Raizor,Silva vs. Raizor,2,0,W,1,20,,Silva,Barry D. Sin of Speed
2:DiaSwordPlay vs. Present,2,DiaSwordPlay,Present,DiaSwordPlay vs. Present,0,5,L,1,20,,DiaSwordPlay,Barry D. Sin of Speed
2:DaumenKinoLP vs. Morbolith,2,DaumenKinoLP,Morbolith,DaumenKinoLP vs. Morbolith,6,0,W,1,20,,DaumenKinoLP,Barry D. Sin of Speed
2:Cabgolord vs. DirtyD64,2,Cabgolord,DirtyD64,Cabgolord vs. DirtyD64,3,0,W,1,20,,Cabgolord,Barry D. Sin of Speed
1:Kaffeecone vs. FanmadeLetsPlay,1,Kaffeecone,FanmadeLetsPlay,Kaffeecone vs. FanmadeLetsPlay,3,0,W,1,20,,Kaffeecone,Barry D. Sin of Speed
1:SurskitTV vs. DaumenKinoLP,1,SurskitTV,DaumenKinoLP,SurskitTV vs. DaumenKinoLP,0,1,L,1,1,,SurskitTV,Barry D. Sin of Speed
1:DiaSwordPlay vs. Cabgolord,1,DiaSwordPlay,Cabgolord,DiaSwordPlay vs. Cabgolord,3,0,W,1,1,,DiaSwordPlay,Barry D. Sin of Speed
1:Silva vs. Kaffeecone,1,Silva,Kaffeecone,Silva vs. Kaffeecone,2,0,W,1,1,,Silva,Barry D. Sin of Speed
1:Shirosan vs. PokemonFakten,1,Shirosan,PokemonFakten,Shirosan vs. PokemonFakten,4,0,W,1,1,,Shirosan,Barry D. Sin of Speed
1:Raizor vs. DirtyD64,1,Raizor,DirtyD64,Raizor vs. DirtyD64,0,4,L,1,1,,Raizor,Barry D. Sin of Speed
1:Present vs. Morbolith,1,Present,Morbolith,Present vs. Morbolith,4,0,W,1,1,,Present,Barry D. Sin of Speed
1:Cabgolord vs. SurskitTV,1,Cabgolord,SurskitTV,Cabgolord vs. SurskitTV,0,4,L,1,2,,Cabgolord,Barry D. Sin of Speed
1:DaumenKinoLP vs. Kaffeecone,1,DaumenKinoLP,Kaffeecone,DaumenKinoLP vs. Kaffeecone,3,0,W,1,2,,DaumenKinoLP,Barry D. Sin of Speed
1:DiaSwordPlay vs. PokemonFakten,1,DiaSwordPlay,PokemonFakten,DiaSwordPlay vs. PokemonFakten,1,0,W,1,2,,DiaSwordPlay,Barry D. Sin of Speed
1:Silva vs. DirtyD64,1,Silva,DirtyD64,Silva vs. DirtyD64,4,1,W,1,2,,Silva,Barry D. Sin of Speed
1:Shirosan vs. Morbolith,1,Shirosan,Morbolith,Shirosan vs. Morbolith,1,0,W,1,2,,Shirosan,BelmontGabriel
1:Raizor vs. Present,1,Raizor,Present,Raizor vs. Present,0,2,L,1,2,,Raizor,BelmontGabriel
1:SurskitTV vs. Kaffeecone,1,SurskitTV,Kaffeecone,SurskitTV vs. Kaffeecone,1,0,W,1,3,,SurskitTV,BelmontGabriel
1:Cabgolord vs. PokemonFakten,1,Cabgolord,PokemonFakten,Cabgolord vs. PokemonFakten,4,0,W,1,3,,Cabgolord,BelmontGabriel
1:DaumenKinoLP vs. DirtyD64,1,DaumenKinoLP,DirtyD64,DaumenKinoLP vs. DirtyD64,1,0,W,1,3,,DaumenKinoLP,BelmontGabriel
1:DiaSwordPlay vs. Morbolith,1,DiaSwordPlay,Morbolith,DiaSwordPlay vs. Morbolith,0,2,L,1,3,,DiaSwordPlay,BelmontGabriel
1:Silva vs. Present,1,Silva,Present,Silva vs. Present,0,2,L,1,3,,Silva,BelmontGabriel
1:Shirosan vs. Raizor,1,Shirosan,Raizor,Shirosan vs. Raizor,1,0,W,1,3,,Shirosan,BelmontGabriel
1:PokemonFakten vs. SurskitTV,1,PokemonFakten,SurskitTV,PokemonFakten vs. SurskitTV,0,2,L,1,4,,PokemonFakten,BelmontGabriel
1:Kaffeecone vs. DirtyD64,1,Kaffeecone,DirtyD64,Kaffeecone vs. DirtyD64,0,0,D,1,4,,Kaffeecone,BelmontGabriel
1:Cabgolord vs. Morbolith,1,Cabgolord,Morbolith,Cabgolord vs. Morbolith,0,5,L,1,4,,Cabgolord,BelmontGabriel
1:DaumenKinoLP vs. Present,1,DaumenKinoLP,Present,DaumenKinoLP vs. Present,0,6,L,1,4,,DaumenKinoLP,BelmontGabriel
1:DiaSwordPlay vs. Raizor,1,DiaSwordPlay,Raizor,DiaSwordPlay vs. Raizor,0,1,L,1,4,,DiaSwordPlay,BelmontGabriel
1:Silva vs. Shirosan,1,Silva,Shirosan,Silva vs. Shirosan,0,1,L,1,4,,Silva,BelmontGabriel
1:SurskitTV vs. DirtyD64,1,SurskitTV,DirtyD64,SurskitTV vs. DirtyD64,0,2,L,1,5,,SurskitTV,BelmontGabriel
1:PokemonFakten vs. Morbolith,1,PokemonFakten,Morbolith,PokemonFakten vs. Morbolith,0,3,L,1,5,,PokemonFakten,BelmontGabriel
1:Kaffeecone vs. Present,1,Kaffeecone,Present,Kaffeecone vs. Present,4,0,W,1,5,,Kaffeecone,BelmontGabriel
1:Cabgolord vs. Raizor,1,Cabgolord,Raizor,Cabgolord vs. Raizor,0,2,L,1,5,,Cabgolord,BelmontGabriel
1:DaumenKinoLP vs. Shirosan,1,DaumenKinoLP,Shirosan,DaumenKinoLP vs. Shirosan,0,5,L,1,5,,DaumenKinoLP,BelmontGabriel
1:DiaSwordPlay vs. Silva,1,DiaSwordPlay,Silva,DiaSwordPlay vs. Silva,0,3,L,1,5,,DiaSwordPlay,BelmontGabriel
1:Morbolith vs. SurskitTV,1,Morbolith,SurskitTV,Morbolith vs. SurskitTV,0,3,L,1,6,,Morbolith,BelmontGabriel
1:DirtyD64 vs. Present,1,DirtyD64,Present,DirtyD64 vs. Present,0,3,L,1,6,,DirtyD64,BelmontGabriel
1:PokemonFakten vs. Raizor,1,PokemonFakten,Raizor,PokemonFakten vs. Raizor,5,0,W,1,6,,PokemonFakten,BelmontGabriel
1:Kaffeecone vs. Shirosan,1,Kaffeecone,Shirosan,Kaffeecone vs. Shirosan,0,4,L,1,6,,Kaffeecone,BelmontGabriel
1:Cabgolord vs. Silva,1,Cabgolord,Silva,Cabgolord vs. Silva,0,2,L,1,6,,Cabgolord,BelmontGabriel
1:DaumenKinoLP vs. DiaSwordPlay,1,DaumenKinoLP,DiaSwordPlay,DaumenKinoLP vs. DiaSwordPlay,0,3,L,1,6,,DaumenKinoLP,BelmontGabriel
1:SurskitTV vs. Present,1,SurskitTV,Present,SurskitTV vs. Present,0,3,L,1,7,,SurskitTV,BelmontGabriel
1:Morbolith vs. Raizor,1,Morbolith,Raizor,Morbolith vs. Raizor,0,3,L,1,7,,Morbolith,BelmontGabriel
1:DirtyD64 vs. Shirosan,1,DirtyD64,Shirosan,DirtyD64 vs. Shirosan,5,0,W,1,7,,DirtyD64,BelmontGabriel
1:PokemonFakten vs. Silva,1,PokemonFakten,Silva,PokemonFakten vs. Silva,0,4,L,1,7,,PokemonFakten,BelmontGabriel
1:Kaffeecone vs. DiaSwordPlay,1,Kaffeecone,DiaSwordPlay,Kaffeecone vs. DiaSwordPlay,0,2,L,1,7,,Kaffeecone,BelmontGabriel
1:Cabgolord vs. DaumenKinoLP,1,Cabgolord,DaumenKinoLP,Cabgolord vs. DaumenKinoLP,0,3,L,1,7,,Cabgolord,BelmontGabriel
1:Raizor vs. SurskitTV,1,Raizor,SurskitTV,Raizor vs. SurskitTV,3,0,W,1,8,,Raizor,BelmontGabriel
1:Present vs. Shirosan,1,Present,Shirosan,Present vs. Shirosan,5,0,W,1,8,,Present,BelmontGabriel
1:Morbolith vs. Silva,1,Morbolith,Silva,Morbolith vs. Silva,0,6,L,1,8,,Morbolith,BelmontGabriel
1:DirtyD64 vs. DiaSwordPlay,1,DirtyD64,DiaSwordPlay,DirtyD64 vs. DiaSwordPlay,2,0,W,1,8,,DirtyD64,BelmontGabriel
1:PokemonFakten vs. DaumenKinoLP,1,PokemonFakten,DaumenKinoLP,PokemonFakten vs. DaumenKinoLP,0,4,L,1,8,,PokemonFakten,BelmontGabriel
1:Kaffeecone vs. Cabgolord,1,Kaffeecone,Cabgolord,Kaffeecone vs. Cabgolord,0,2,L,1,8,,Kaffeecone,BelmontGabriel
1:SurskitTV vs. Shirosan,1,SurskitTV,Shirosan,SurskitTV vs. Shirosan,0,3,L,1,9,,SurskitTV,BelmontGabriel
1:Raizor vs. Silva,1,Raizor,Silva,Raizor vs. Silva,3,0,W,1,9,,Raizor,BelmontGabriel
1:Present vs. DiaSwordPlay,1,Present,DiaSwordPlay,Present vs. DiaSwordPlay,4,0,W,1,9,,Present,BelmontGabriel
1:Morbolith vs. DaumenKinoLP,1,Morbolith,DaumenKinoLP,Morbolith vs. DaumenKinoLP,0,3,L,1,9,,Morbolith,BelmontGabriel
1:DirtyD64 vs. Cabgolord,1,DirtyD64,Cabgolord,DirtyD64 vs. Cabgolord,1,0,W,1,9,,DirtyD64,BelmontGabriel
1:PokemonFakten vs. Kaffeecone,1,PokemonFakten,Kaffeecone,PokemonFakten vs. Kaffeecone,0,1,L,1,9,,PokemonFakten,BelmontGabriel
1:Silva vs. SurskitTV,1,Silva,SurskitTV,Silva vs. SurskitTV,2,0,W,1,10,,Silva,BelmontGabriel
1:Shirosan vs. DiaSwordPlay,1,Shirosan,DiaSwordPlay,Shirosan vs. DiaSwordPlay,0,4,L,1,10,,Shirosan,BelmontGabriel
1:Raizor vs. DaumenKinoLP,1,Raizor,DaumenKinoLP,Raizor vs. DaumenKinoLP,4,0,W,1,10,,Raizor,BelmontGabriel
1:Present vs. Cabgolord,1,Present,Cabgolord,Present vs. Cabgolord,3,0,W,1,10,,Present,BelmontGabriel
1:Morbolith vs. Kaffeecone,1,Morbolith,Kaffeecone,Morbolith vs. Kaffeecone,0,3,L,1,10,,Morbolith,BelmontGabriel
1:DirtyD64 vs. PokemonFakten,1,DirtyD64,PokemonFakten,DirtyD64 vs. PokemonFakten,0,5,L,1,10,,DirtyD64,BelmontGabriel
1:SurskitTV vs. DiaSwordPlay,1,SurskitTV,DiaSwordPlay,SurskitTV vs. DiaSwordPlay,6,0,W,1,11,,SurskitTV,BelmontGabriel
