
1:Asalakoren vs. Professor N,1,Asalakoren,Professor N,Asalakoren vs. Professor N,0,2,L,4,3
1:Asalakoren vs. Raizor,1,Asalakoren,Raizor,Asalakoren vs. Raizor,0,4,L,6 Sun,4
1:Asalakoren vs. Scoutley,1,Asalakoren,Scoutley,Asalakoren vs. Scoutley,0,3,L,4,19
1:Asalakoren vs. Stratocopter TV,1,Asalakoren,Stratocopter TV,Asalakoren vs. Stratocopter TV,0,3,L,5 L2,9
1:Asalakoren vs. Suishomaru,1,Asalakoren,Suishomaru,Asalakoren vs. Suishomaru,0,3,L,4,22
1:Asalakoren vs. Tabasco TV,1,Asalakoren,Tabasco TV,Asalakoren vs. Tabasco TV,0,3,L,4,7
1:Asalakoren vs. TheMiiFii,1,Asalakoren,TheMiiFii,Asalakoren vs. TheMiiFii,0,2,L,4,4
1:Barry D. Sin of Speed vs. Asalakoren,1,Barry D. Sin of Speed,Asalakoren,Barry D. Sin of Speed vs. Asalakoren,4,0,W,6 Sun,7
1:Barry D. Sin of Speed vs. BelmontGabriel,1,Barry D. Sin of Speed,BelmontGabriel,Barry D. Sin of Speed vs. BelmontGabriel,4,0,W,7,11
1:Barry D. Sin of Speed vs. Bene,1,Barry D. Sin of Speed,Bene,Barry D. Sin of Speed vs. Bene,3,0,W,5 L1,3
1:Barry D. Sin of Speed vs. BlackLink,1,Barry D. Sin of Speed,BlackLink,Barry D. Sin of Speed vs. BlackLink,0,2,L,6 Sun,10
1:Barry D. Sin of Speed vs. Blocki,1,Barry D. Sin of Speed,Blocki,Barry D. Sin of Speed vs. Blocki,0,1,L,8 L2,2
1:Barry D. Sin of Speed vs. Cabgolord,1,Barry D. Sin of Speed,Cabgolord,Barry D. Sin of Speed vs. Cabgolord,3,0,W,5 L1,15
1:Barry D. Sin of Speed vs. CaptainCrinch,1,Barry D. Sin of Speed,CaptainCrinch,Barry D. Sin of Speed vs. CaptainCrinch,0,6,L,5 L1,7
1:Barry D. Sin of Speed vs. Dauni Daunstar,1,Barry D. Sin of Speed,Dauni Daunstar,Barry D. Sin of Speed vs. Dauni Daunstar,3,0,W,6 PO,Finale
1:Barry D. Sin of Speed vs. El Scizor,1,Barry D. Sin of Speed,El Scizor,Barry D. Sin of Speed vs. El Scizor,0,4,L,9 Singles,11
1:Barry D. Sin of Speed vs. ElektechN9ne,1,Barry D. Sin of Speed,ElektechN9ne,Barry D. Sin of Speed vs. ElektechN9ne,0,5,L,7,10
1:Barry D. Sin of Speed vs. Glebber,1,Barry D. Sin of Speed,Glebber,Barry D. Sin of Speed vs. Glebber,1,0,W,5 L1,19
1:Barry D. Sin of Speed vs. Hydronic,1,Barry D. Sin of Speed,Hydronic,Barry D. Sin of Speed vs. Hydronic,6,0,W,6 Sun,9
1:Barry D. Sin of Speed vs. Kaffeecone,1,Barry D. Sin of Speed,Kaffeecone,Barry D. Sin of Speed vs. Kaffeecone,2,0,W,5 L1,20
1:Barry D. Sin of Speed vs. King Blex,1,Barry D. Sin of Speed,King Blex,Barry D. Sin of Speed vs. King Blex,0,3,L,8 L2,3
1:Barry D. Sin of Speed vs. Lauris,1,Barry D. Sin of Speed,Lauris,Barry D. Sin of Speed vs. Lauris,0,3,L,5 L1,2
1:Barry D. Sin of Speed vs. Maxi von Vogel,1,Barry D. Sin of Speed,Maxi von Vogel,Barry D. Sin of Speed vs. Maxi von Vogel,4,0,W,6 Sun,5
1:Barry D. Sin of Speed vs. MeLevies,1,Barry D. Sin of Speed,MeLevies,Barry D. Sin of Speed vs. MeLevies,0,1,L,5 L1,9
1:Barry D. Sin of Speed vs. Minetube,1,Barry D. Sin of Speed,Minetube,Barry D. Sin of Speed vs. Minetube,0,4,L,5 L1,21
1:Barry D. Sin of Speed vs. Nestfloh,1,Barry D. Sin of Speed,Nestfloh,Barry D. Sin of Speed vs. Nestfloh,0,2,L,7,9
1:Barry D. Sin of Speed vs. OG DNZ,1,Barry D. Sin of Speed,OG DNZ,Barry D. Sin of Speed vs. OG DNZ,3,0,W,8 L2,7
1:Barry D. Sin of Speed vs. Parsifani,1,Barry D. Sin of Speed,Parsifani,Barry D. Sin of Speed vs. Parsifani,2,0,W,5 L1,12
1:Barry D. Sin of Speed vs. PokéBazi,1,Barry D. Sin of Speed,PokéBazi,Barry D. Sin of Speed vs. PokéBazi,0,2,L,6 Sun,1
1:Barry D. Sin of Speed vs. Pokgalaxy,1,Barry D. Sin of Speed,Pokgalaxy,Barry D. Sin of Speed vs. Pokgalaxy,3,0,W,8 L2,5
1:Barry D. Sin of Speed vs. Present,1,Barry D. Sin of Speed,Present,Barry D. Sin of Speed vs. Present,4,0,W,5 L1,11
1:Barry D. Sin of Speed vs. Professor N,1,Barry D. Sin of Speed,Professor N,Barry D. Sin of Speed vs. Professor N,5,0,W,5 L1,17
1:Barry D. Sin of Speed vs. Raizor,1,Barry D. Sin of Speed,Raizor,Barry D. Sin of Speed vs. Raizor,2,0,W,5 L1,5
1:Barry D. Sin of Speed vs. RegiBang,1,Barry D. Sin of Speed,RegiBang,Barry D. Sin of Speed vs. RegiBang,0,3,L,7,7
1:Barry D. Sin of Speed vs. Scoutley,1,Barry D. Sin of Speed,Scoutley,Barry D. Sin of Speed vs. Scoutley,5,0,W,6 Sun,8
1:Barry D. Sin of Speed vs. Tabasco TV,1,Barry D. Sin of Speed,Tabasco TV,Barry D. Sin of Speed vs. Tabasco TV,0,0,D,5 L1,1
1:BelmontGabriel vs. Asalakoren,1,BelmontGabriel,Asalakoren,BelmontGabriel vs. Asalakoren,6,0,W,5 L2,10
1:BelmontGabriel vs. Barry D. Sin of Speed,1,BelmontGabriel,Barry D. Sin of Speed,BelmontGabriel vs. Barry D. Sin of Speed,0,4,L,7,11
1:BelmontGabriel vs. Bene,1,BelmontGabriel,Bene,BelmontGabriel vs. Bene,2,0,W,6 Moon,2
1:BelmontGabriel vs. BlackLink,1,BelmontGabriel,BlackLink,BelmontGabriel vs. BlackLink,4,0,W,5 L2,13
1:BelmontGabriel vs. Blocki,1,BelmontGabriel,Blocki,BelmontGabriel vs. Blocki,0,3,L,9 Singles,2
1:BelmontGabriel vs. BraveBirdGames,1,BelmontGabriel,BraveBirdGames,BelmontGabriel vs. BraveBirdGames,2,0,W,5 L2,17
1:BelmontGabriel vs. Cabgolord,1,BelmontGabriel,Cabgolord,BelmontGabriel vs. Cabgolord,5,0,W,6 Moon,1
1:BelmontGabriel vs. CaptainCrinch,1,BelmontGabriel,CaptainCrinch,BelmontGabriel vs. CaptainCrinch,0,3,L,6 Moon,6
1:BelmontGabriel vs. Craycom,1,BelmontGabriel,Craycom,BelmontGabriel vs. Craycom,6,0,W,5 L2,8
1:BelmontGabriel vs. CrowdController,1,BelmontGabriel,CrowdController,BelmontGabriel vs. CrowdController,0,2,L,5 L2,5
1:BelmontGabriel vs. Dauni Daunstar,1,BelmontGabriel,Dauni Daunstar,BelmontGabriel vs. Dauni Daunstar,1,0,W,5 L2,15
1:BelmontGabriel vs. ElektechN9ne,1,BelmontGabriel,ElektechN9ne,BelmontGabriel vs. ElektechN9ne,0,3,L,5 L2,8
1:BelmontGabriel vs. Hydronic,1,BelmontGabriel,Hydronic,BelmontGabriel vs. Hydronic,0,6,L,7,13
1:BelmontGabriel vs. Kaffeecone,1,BelmontGabriel,Kaffeecone,BelmontGabriel vs. Kaffeecone,0,3,L,6 PO,Viertelfinale
1:BelmontGabriel vs. King Blex,1,BelmontGabriel,King Blex,BelmontGabriel vs. King Blex,3,0,W,9 Singles,7
1:BelmontGabriel vs. Maxi von Vogel,1,BelmontGabriel,Maxi von Vogel,BelmontGabriel vs. Maxi von Vogel,4,0,W,9 Singles,1
1:BelmontGabriel vs. Nestfloh,1,BelmontGabriel,Nestfloh,BelmontGabriel vs. Nestfloh,0,3,L,6 Moon,4
1:BelmontGabriel vs. Oktopaul,1,BelmontGabriel,Oktopaul,BelmontGabriel vs. Oktopaul,3,0,W,5 L2,3
1:BelmontGabriel vs. PokéBazi,1,BelmontGabriel,PokéBazi,BelmontGabriel vs. PokéBazi,0,3,L,5 L2,21
1:BelmontGabriel vs. Present,1,BelmontGabriel,Present,BelmontGabriel vs. Present,3,0,W,6 PO,Vorrunde
1:BelmontGabriel vs. Raizor,1,BelmontGabriel,Raizor,BelmontGabriel vs. Raizor,0,1,L,7,9
1:BelmontGabriel vs. RegiBang,1,BelmontGabriel,RegiBang,BelmontGabriel vs. RegiBang,4,0,W,6 Moon,11
1:BelmontGabriel vs. Scoutley,1,BelmontGabriel,Scoutley,BelmontGabriel vs. Scoutley,3,0,W,5 L2,1
1:BelmontGabriel vs. Stratocopter TV,1,BelmontGabriel,Stratocopter TV,BelmontGabriel vs. Stratocopter TV,0,3,L,5 L2,7
1:BelmontGabriel vs. Tabasco TV,1,BelmontGabriel,Tabasco TV,BelmontGabriel vs. Tabasco TV,0,2,L,6 Moon,9
1:Bene vs. Barry D. Sin of Speed,1,Bene,Barry D. Sin of Speed,Bene vs. Barry D. Sin of Speed,6,0,W,5 L1,14
1:Bene vs. BelmontGabriel,1,Bene,BelmontGabriel,Bene vs. BelmontGabriel,0,2,L,6 Moon,2
1:Bene vs. BlackLink,1,Bene,BlackLink,Bene vs. BlackLink,4,0,W,7,10
1:Bene vs. Cabgolord,1,Bene,Cabgolord,Bene vs. Cabgolord,4,0,W,4,21
1:Bene vs. CaptainCrinch,1,Bene,CaptainCrinch,Bene vs. CaptainCrinch,2,0,W,3,17
1:Bene vs. Craycom,1,Bene,Craycom,Bene vs. Craycom,3,0,W,6 Moon,11
1:Bene vs. CrowdController,1,Bene,CrowdController,Bene vs. CrowdController,5,0,W,4,17
1:Bene vs. DaumenKinoLP,1,Bene,DaumenKinoLP,Bene vs. DaumenKinoLP,1,0,W,3,13
1:Bene vs. Dauni Daunstar,1,Bene,Dauni Daunstar,Bene vs. Dauni Daunstar,0,3,L,6 Moon,8
1:Bene vs. ElektechN9ne,1,Bene,ElektechN9ne,Bene vs. ElektechN9ne,3,0,W,6 Moon,4
1:Bene vs. FanmadeLetsPlay,1,Bene,FanmadeLetsPlay,Bene vs. FanmadeLetsPlay,4,0,W,3,14
1:Bene vs. Glebber,1,Bene,Glebber,Bene vs. Glebber,5,0,W,5 L1,2
1:Bene vs. Hydronic,1,Bene,Hydronic,Bene vs. Hydronic,1,0,W,7,7
1:Bene vs. Kaffeecone,1,Bene,Kaffeecone,Bene vs. Kaffeecone,4,0,W,3,19
1:Bene vs. Lauris,1,Bene,Lauris,Bene vs. Lauris,5,0,W,3,26
1:Bene vs. MeLevies,1,Bene,MeLevies,Bene vs. MeLevies,4,0,W,4,18
1:Bene vs. Minetube,1,Bene,Minetube,Bene vs. Minetube,0,4,L,3,20
1:Bene vs. Nestfloh,1,Bene,Nestfloh,Bene vs. Nestfloh,4,0,W,6 Moon,5
1:Bene vs. OG DNZ,1,Bene,OG DNZ,Bene vs. OG DNZ,0,3,L,9 Doubles,7
1:Bene vs. Oktopaul,1,Bene,Oktopaul,Bene vs. Oktopaul,0,2,L,3,22
1:Bene vs. Parsifani,1,Bene,Parsifani,Bene vs. Parsifani,0,4,L,3,16
1:Bene vs. PokéBazi,1,Bene,PokéBazi,Bene vs. PokéBazi,0,5,L,3,23
1:Bene vs. Pokgalaxy,1,Bene,Pokgalaxy,Bene vs. Pokgalaxy,3,0,W,9 Doubles,1
1:Bene vs. Present,1,Bene,Present,Bene vs. Present,1,0,W,3,21
1:Bene vs. Professor N,1,Bene,Professor N,Bene vs. Professor N,1,0,W,5 L1,9
1:Bene vs. Raizor,1,Bene,Raizor,Bene vs. Raizor,2,0,W,3,15
1:Bene vs. RegiBang,1,Bene,RegiBang,Bene vs. RegiBang,4,0,W,3,18
1:Bene vs. Shirosan,1,Bene,Shirosan,Bene vs. Shirosan,0,1,L,3,12
1:Bene vs. Stratocopter TV,1,Bene,Stratocopter TV,Bene vs. Stratocopter TV,0,0,D,6 Moon,6
1:Bene vs. SurskitTV,1,Bene,SurskitTV,Bene vs. SurskitTV,2,0,W,3,11
1:Bene vs. Tabasco TV,1,Bene,Tabasco TV,Bene vs. Tabasco TV,3,0,W,6 Moon,10
1:BlackLink vs. Asalakoren,1,BlackLink,Asalakoren,BlackLink vs. Asalakoren,0,5,L,4,10
1:BlackLink vs. Barry D. Sin of Speed,1,BlackLink,Barry D. Sin of Speed,BlackLink vs. Barry D. Sin of Speed,2,0,W,6 Sun,10
1:BlackLink vs. BelmontGabriel,1,BlackLink,BelmontGabriel,BlackLink vs. BelmontGabriel,0,1,L,5 L2,2
1:BlackLink vs. Bene,1,BlackLink,Bene,BlackLink vs. Bene,0,4,L,7,10
1:BlackLink vs. Blocki,1,BlackLink,Blocki,BlackLink vs. Blocki,4,0,W,8 L2,5
1:BlackLink vs. BraveBirdGames,1,BlackLink,BraveBirdGames,BlackLink vs. BraveBirdGames,3,0,W,3,23
1:BlackLink vs. Burakio,1,BlackLink,Burakio,BlackLink vs. Burakio,4,0,W,3,21
1:BlackLink vs. Cabgolord,1,BlackLink,Cabgolord,BlackLink vs. Cabgolord,0,4,L,3,17
1:BlackLink vs. CaptainCrinch,1,BlackLink,CaptainCrinch,BlackLink vs. CaptainCrinch,4,0,W,7,9
1:BlackLink vs. Craycom,1,BlackLink,Craycom,BlackLink vs. Craycom,0,1,L,5 L2,7
1:BlackLink vs. CrowdController,1,BlackLink,CrowdController,BlackLink vs. CrowdController,2,0,W,3,20
1:BlackLink vs. Dauni Daunstar,1,BlackLink,Dauni Daunstar,BlackLink vs. Dauni Daunstar,0,3,L,5 L2,9
1:BlackLink vs. Dragon of Doom,1,BlackLink,Dragon of Doom,BlackLink vs. Dragon of Doom,0,2,L,4,8
1:BlackLink vs. El Scizor,1,BlackLink,El Scizor,BlackLink vs. El Scizor,2,0,W,9 Singles,12
1:BlackLink vs. ElektechN9ne,1,BlackLink,ElektechN9ne,BlackLink vs. ElektechN9ne,0,1,L,5 L2,14
1:BlackLink vs. Glebber,1,BlackLink,Glebber,BlackLink vs. Glebber,0,1,L,4,14
1:BlackLink vs. Hydronic,1,BlackLink,Hydronic,BlackLink vs. Hydronic,3,0,W,6 Sun,5
1:BlackLink vs. ImpelDownTV,1,BlackLink,ImpelDownTV,BlackLink vs. ImpelDownTV,0,3,L,4,7
1:BlackLink vs. Kayze,1,BlackLink,Kayze,BlackLink vs. Kayze,0,2,L,3,18
1:BlackLink vs. King Blex,1,BlackLink,King Blex,BlackLink vs. King Blex,0,4,L,8 L2,2
1:BlackLink vs. Lauris,1,BlackLink,Lauris,BlackLink vs. Lauris,1,0,W,6 Sun,9
1:BlackLink vs. Leinux,1,BlackLink,Leinux,BlackLink vs. Leinux,0,2,L,3,22
1:BlackLink vs. Light Gaming,1,BlackLink,Light Gaming,BlackLink vs. Light Gaming,0,2,L,3,26
1:BlackLink vs. Maxi von Vogel,1,BlackLink,Maxi von Vogel,BlackLink vs. Maxi von Vogel,0,2,L,6 Sun,1
1:BlackLink vs. MeLevies,1,BlackLink,MeLevies,BlackLink vs. MeLevies,0,1,L,3,19
1:BlackLink vs. Minetube,1,BlackLink,Minetube,BlackLink vs. Minetube,0,1,L,6 Sun,2
1:BlackLink vs. Nestfloh,1,BlackLink,Nestfloh,BlackLink vs. Nestfloh,0,3,L,7,1
1:BlackLink vs. OG DNZ,1,BlackLink,OG DNZ,BlackLink vs. OG DNZ,1,0,W,8 L2,4
1:BlackLink vs. Oktopaul,1,BlackLink,Oktopaul,BlackLink vs. Oktopaul,5,0,W,5 L2,19
1:BlackLink vs. Parsifani,1,BlackLink,Parsifani,BlackLink vs. Parsifani,0,2,L,6 Sun,6
1:BlackLink vs. PokéBazi,1,BlackLink,PokéBazi,BlackLink vs. PokéBazi,2,0,W,5 L2,16
1:BlackLink vs. PokeBree,1,BlackLink,PokeBree,BlackLink vs. PokeBree,2,0,W,3,15
1:BlackLink vs. Pokgalaxy,1,BlackLink,Pokgalaxy,BlackLink vs. Pokgalaxy,4,0,W,8 L2,3
1:BlackLink vs. Present,1,BlackLink,Present,BlackLink vs. Present,2,0,W,6 Sun,11
1:BlackLink vs. Professor N,1,BlackLink,Professor N,BlackLink vs. Professor N,3,0,W,3,25
1:BlackLink vs. Pyromanix,1,BlackLink,Pyromanix,BlackLink vs. Pyromanix,0,4,L,3,14
1:BlackLink vs. Raizor,1,BlackLink,Raizor,BlackLink vs. Raizor,3,0,W,6 Sun,7
1:BlackLink vs. RegiBang,1,BlackLink,RegiBang,BlackLink vs. RegiBang,0,2,L,7,12
1:BlackLink vs. Scarlet,1,BlackLink,Scarlet,BlackLink vs. Scarlet,0,6,L,3,24
1:BlackLink vs. Scoutley,1,BlackLink,Scoutley,BlackLink vs. Scoutley,0,1,L,4,12
1:BlackLink vs. Stratocopter TV,1,BlackLink,Stratocopter TV,BlackLink vs. Stratocopter TV,0,4,L,5 L2,12
1:BlackLink vs. Suishomaru,1,BlackLink,Suishomaru,BlackLink vs. Suishomaru,0,1,L,4,13
1:BlackLink vs. Tabasco TV,1,BlackLink,Tabasco TV,BlackLink vs. Tabasco TV,0,4,L,4,9
1:BlackLink vs. TheMiiFii,1,BlackLink,TheMiiFii,BlackLink vs. TheMiiFii,1,0,W,3,16
1:Blocki vs. Barry D. Sin of Speed,1,Blocki,Barry D. Sin of Speed,Blocki vs. Barry D. Sin of Speed,1,0,W,8 L2,2
1:Blocki vs. BelmontGabriel,1,Blocki,BelmontGabriel,Blocki vs. BelmontGabriel,3,0,W,9 Singles,2
1:Blocki vs. BlackLink,1,Blocki,BlackLink,Blocki vs. BlackLink,0,4,L,8 L2,5
1:Blocki vs. Dauni Daunstar,1,Blocki,Dauni Daunstar,Blocki vs. Dauni Daunstar,0,3,L,9 Singles,5
1:Blocki vs. El Scizor,1,Blocki,El Scizor,Blocki vs. El Scizor,0,6,L,9 Singles,9
1:Blocki vs. King Blex,1,Blocki,King Blex,Blocki vs. King Blex,4,0,W,8 L2,6
1:Blocki vs. Maxi von Vogel,1,Blocki,Maxi von Vogel,Blocki vs. Maxi von Vogel,1,0,W,8 L2,4
1:Blocki vs. OG DNZ,1,Blocki,OG DNZ,Blocki vs. OG DNZ,5,0,W,8 L2,1
1:Blocki vs. Pokgalaxy,1,Blocki,Pokgalaxy,Blocki vs. Pokgalaxy,2,0,W,8 L2,7
1:Blocki vs. Present,1,Blocki,Present,Blocki vs. Present,0,4,L,9 Singles,8
1:Blocki vs. Raizor,1,Blocki,Raizor,Blocki vs. Raizor,0,3,L,8 L2,3
1:BraveBirdGames vs. Asalakoren,1,BraveBirdGames,Asalakoren,BraveBirdGames vs. Asalakoren,1,0,W,4,2
1:BraveBirdGames vs. BelmontGabriel,1,BraveBirdGames,BelmontGabriel,BraveBirdGames vs. BelmontGabriel,0,6,L,5 L2,6
1:BraveBirdGames vs. BlackLink,1,BraveBirdGames,BlackLink,BraveBirdGames vs. BlackLink,0,3,L,3,23
1:BraveBirdGames vs. Burakio,1,BraveBirdGames,Burakio,BraveBirdGames vs. Burakio,4,0,W,3,13
1:BraveBirdGames vs. Cabgolord,1,BraveBirdGames,Cabgolord,BraveBirdGames vs. Cabgolord,0,3,L,3,9
1:BraveBirdGames vs. Craycom,1,BraveBirdGames,Craycom,BraveBirdGames vs. Craycom,0,4,L,5 L2,4
1:BraveBirdGames vs. CrowdController,1,BraveBirdGames,CrowdController,BraveBirdGames vs. CrowdController,3,0,W,3,12
1:BraveBirdGames vs. Dauni Daunstar,1,BraveBirdGames,Dauni Daunstar,BraveBirdGames vs. Dauni Daunstar,4,0,W,5 L2,13
1:BraveBirdGames vs. DiaSwordPlay,1,BraveBirdGames,DiaSwordPlay,BraveBirdGames vs. DiaSwordPlay,0,4,L,3,4
1:BraveBirdGames vs. Dragon of Doom,1,BraveBirdGames,Dragon of Doom,BraveBirdGames vs. Dragon of Doom,3,0,W,4,22
1:BraveBirdGames vs. ElektechN9ne,1,BraveBirdGames,ElektechN9ne,BraveBirdGames vs. ElektechN9ne,5,0,W,5 L2,18
1:BraveBirdGames vs. Enteitainment,1,BraveBirdGames,Enteitainment,BraveBirdGames vs. Enteitainment,0,6,L,3,3
1:BraveBirdGames vs. Glebber,1,BraveBirdGames,Glebber,BraveBirdGames vs. Glebber,1,0,W,4,6
1:BraveBirdGames vs. ImpelDownTV,1,BraveBirdGames,ImpelDownTV,BraveBirdGames vs. ImpelDownTV,0,2,L,4,21
1:BraveBirdGames vs. Kayze,1,BraveBirdGames,Kayze,BraveBirdGames vs. Kayze,0,4,L,3,2
1:BraveBirdGames vs. KiluaSan,1,BraveBirdGames,KiluaSan,BraveBirdGames vs. KiluaSan,0,1,L,3,6
1:BraveBirdGames vs. Leinux,1,BraveBirdGames,Leinux,BraveBirdGames vs. Leinux,0,2,L,3,1
1:BraveBirdGames vs. Light Gaming,1,BraveBirdGames,Light Gaming,BraveBirdGames vs. Light Gaming,2,0,W,3,5
1:BraveBirdGames vs. MeLevies,1,BraveBirdGames,MeLevies,BraveBirdGames vs. MeLevies,0,5,L,3,24
1:BraveBirdGames vs. Oktopaul,1,BraveBirdGames,Oktopaul,BraveBirdGames vs. Oktopaul,0,2,L,5 L2,1
1:BraveBirdGames vs. PokéBazi,1,BraveBirdGames,PokéBazi,BraveBirdGames vs. PokéBazi,4,0,W,5 L2,8
1:BraveBirdGames vs. PokeBree,1,BraveBirdGames,PokeBree,BraveBirdGames vs. PokeBree,2,0,W,3,7
1:BraveBirdGames vs. Professor N,1,BraveBirdGames,Professor N,BraveBirdGames vs. Professor N,3,0,W,4,19
1:BraveBirdGames vs. Pyromanix,1,BraveBirdGames,Pyromanix,BraveBirdGames vs. Pyromanix,2,0,W,3,19
1:BraveBirdGames vs. Scarlet,1,BraveBirdGames,Scarlet,BraveBirdGames vs. Scarlet,0,3,L,3,16
1:BraveBirdGames vs. Scoutley,1,BraveBirdGames,Scoutley,BraveBirdGames vs. Scoutley,3,0,W,4,18
1:BraveBirdGames vs. Shizumania,1,BraveBirdGames,Shizumania,BraveBirdGames vs. Shizumania,2,0,W,3,10
1:BraveBirdGames vs. Stratocopter TV,1,BraveBirdGames,Stratocopter TV,BraveBirdGames vs. Stratocopter TV,2,0,W,5 L2,16
1:BraveBirdGames vs. Suishomaru,1,BraveBirdGames,Suishomaru,BraveBirdGames vs. Suishomaru,0,3,L,4,5
1:BraveBirdGames vs. Tabasco TV,1,BraveBirdGames,Tabasco TV,BraveBirdGames vs. Tabasco TV,1,0,W,4,12
1:BraveBirdGames vs. TheMiiFii,1,BraveBirdGames,TheMiiFii,BraveBirdGames vs. TheMiiFii,0,6,L,3,8
1:Burakio vs. BlackLink,1,Burakio,BlackLink,Burakio vs. BlackLink,0,4,L,3,21
1:Burakio vs. BraveBirdGames,1,Burakio,BraveBirdGames,Burakio vs. BraveBirdGames,0,4,L,3,13
1:Burakio vs. Cabgolord,1,Burakio,Cabgolord,Burakio vs. Cabgolord,0,5,L,3,7
1:Burakio vs. CrowdController,1,Burakio,CrowdController,Burakio vs. CrowdController,0,4,L,3,23
1:Burakio vs. DiaSwordPlay,1,Burakio,DiaSwordPlay,Burakio vs. DiaSwordPlay,2,0,W,3,15
1:Burakio vs. Kayze,1,Burakio,Kayze,Burakio vs. Kayze,4,0,W,3,11
1:Burakio vs. Leinux,1,Burakio,Leinux,Burakio vs. Leinux,2,0,W,3,12
1:Burakio vs. Light Gaming,1,Burakio,Light Gaming,Burakio vs. Light Gaming,2,0,W,3,16
1:Burakio vs. MeLevies,1,Burakio,MeLevies,Burakio vs. MeLevies,0,5,L,3,9
1:Burakio vs. NeverusedShiro,1,Burakio,NeverusedShiro,Burakio vs. NeverusedShiro,0,1,L,3,10
1:Burakio vs. PokeBree,1,Burakio,PokeBree,Burakio vs. PokeBree,6,0,W,3,18
1:Burakio vs. PokéKnight,1,Burakio,PokéKnight,Burakio vs. PokéKnight,0,3,L,3,24
1:Burakio vs. Pyromanix,1,Burakio,Pyromanix,Burakio vs. Pyromanix,5,0,W,3,17
1:Burakio vs. Scarlet,1,Burakio,Scarlet,Burakio vs. Scarlet,0,1,L,3,14
1:Burakio vs. Shizumania,1,Burakio,Shizumania,Burakio vs. Shizumania,0,1,L,3,8
1:Burakio vs. TheMiiFii,1,Burakio,TheMiiFii,Burakio vs. TheMiiFii,2,0,W,3,19
1:Cabgolord vs. Barry D. Sin of Speed,1,Cabgolord,Barry D. Sin of Speed,Cabgolord vs. Barry D. Sin of Speed,0,3,L,5 L1,4
1:Cabgolord vs. BelmontGabriel,1,Cabgolord,BelmontGabriel,Cabgolord vs. BelmontGabriel,0,5,L,6 Moon,1
1:Cabgolord vs. Bene,1,Cabgolord,Bene,Cabgolord vs. Bene,0,1,L,4,10
1:Cabgolord vs. BlackLink,1,Cabgolord,BlackLink,Cabgolord vs. BlackLink,4,0,W,3,17
1:Cabgolord vs. BraveBirdGames,1,Cabgolord,BraveBirdGames,Cabgolord vs. BraveBirdGames,3,0,W,3,9
1:Cabgolord vs. Burakio,1,Cabgolord,Burakio,Cabgolord vs. Burakio,5,0,W,3,7
1:Cabgolord vs. CaptainCrinch,1,Cabgolord,CaptainCrinch,Cabgolord vs. CaptainCrinch,1,0,W,4,16
