season_id,match_id,division,stage,week,player_a,player_b,score,video_id,video_url,video_title,video_type,perspective_person,opponent,confidence,match_basis,confidence_explanation,channel_title,channel_url,view_count,like_count,comment_count,duration,duration_seconds,stats_fetched_at,views_baseline_median,views_multiplier,views_percentile,views_z_score,video_highlight_reasons,views_week_factor,views_opponent_factor,views_expected,views_trend_multiplier,views_trend_percentile,views_trend_z_score,views_trend_highlight_reasons,source_urls
season_001,season_001_schedule_0083,Regular Season,regular_season,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],Cabgolord,PresentLP,0 - 3,jqrUKyAK5DI,https://www.youtube.com/watch?v=jqrUKyAK5DI,GPL - Spieltag 10 - vs. Prekani: Ein Kampf der Rivalen!,game,Cabgolord,PresentLP,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 10; channel identifies Cabgolord; title names PresentLP as opponent; channel and title identify opposite sides,Fnupa,https://www.youtube.com/user/Fnupa,444,25,9,PT16M,960,2026-06-19T11:59:12Z,554,0.8,0.2,-0.78,,0.93,1,515.2,0.86,0.26,-0.99,,https://www.youtube.com/watch?v=jqrUKyAK5DI;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
season_001,season_001_schedule_0083,Regular Season,regular_season,10. Spieltag - Sonntag der 16.11.2014 [12:00 -17:00],Cabgolord,PresentLP,0 - 3,puQDjyluR40,https://www.youtube.com/watch?v=puQDjyluR40,GPL - Spieltag 10 - vs. Fnupagladi: Nervenaufreibender Rivalenkampf!,game,PresentLP,Cabgolord,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 10; channel identifies PresentLP; title names Cabgolord as opponent; channel and title identify opposite sides,Present,https://www.youtube.com/user/Present,1468,68,17,PT15M13S,913,2026-06-19T11:59:12Z,1589,0.92,0.19,-1.15,,0.93,1,1481.9,0.99,0.51,0,,https://www.youtube.com/watch?v=puQDjyluR40;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
season_001,season_001_schedule_0092,Regular Season,regular_season,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],DiaSwordPlay,SurskitTV,0 - 6,9aKj0QdT_jI,https://www.youtube.com/watch?v=9aKj0QdT_jI,GPL - Spieltag 11 - vs. Diaslashplay : 2 Minuten?!,game,SurskitTV,DiaSwordPlay,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 11; channel identifies SurskitTV; title names DiaSwordPlay as opponent; channel and title identify opposite sides,SurskitTV,https://www.youtube.com/user/SurskitTV,1049,51,26,PT2M17S,137,2026-06-19T11:59:12Z,1440,0.73,0.21,-1,,0.87,1,1252,0.84,0.23,-1.19,,https://www.youtube.com/watch?v=9aKj0QdT_jI;https://www.youtube.com/user/SurskitTV
season_001,season_001_schedule_0095,Regular Season,regular_season,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],DaumenkinoLP,Silva,2 - 0,kFFF3AIFb0Q,https://www.youtube.com/watch?v=kFFF3AIFb0Q,GPL ★ Spieltag 11 - VS. Diggersby Army : CRITs for the win?,game,DaumenkinoLP,Silva,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 11; channel identifies DaumenkinoLP; title names Silva as opponent; channel and title identify opposite sides,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,763,32,14,PT19M6S,1146,2026-06-19T11:59:12Z,746.5,1.02,0.6,0.05,,0.87,1.01,658,1.16,0.86,1.12,,https://www.youtube.com/watch?v=kFFF3AIFb0Q;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
season_001,season_001_schedule_0095,Regular Season,regular_season,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],DaumenkinoLP,Silva,2 - 0,NEC5VCpgsd0,https://www.youtube.com/watch?v=NEC5VCpgsd0,GPL - Spieltag 11 - vs. MELTING MAMOSWINES: Outplayed vom Mammut!,game,Silva,DaumenkinoLP,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 11; channel identifies Silva; title names DaumenkinoLP as opponent; channel and title identify opposite sides,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,679,35,11,PT20M33S,1233,2026-06-19T11:59:12Z,672,1.01,0.58,0.04,,0.87,1.03,600.4,1.13,0.85,0.94,,https://www.youtube.com/watch?v=NEC5VCpgsd0;https://www.youtube.com/user/FinaALFaNtAsyLP
season_001,season_001_schedule_0098,Regular Season,regular_season,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],Cabgolord,Shiro,0 - 1,LS_aw62wDqQ,https://www.youtube.com/watch?v=LS_aw62wDqQ,GPL - Spieltag 11 - vs. Dancing Darmanitans: Mehr Glück als Verstand!,game,Cabgolord,Shiro,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 11; channel identifies Cabgolord; title names Shiro as opponent; channel and title identify opposite sides,Fnupa,https://www.youtube.com/user/Fnupa,376,23,5,PT14M39S,879,2026-06-19T11:59:12Z,554,0.68,0.05,-1.37,,0.87,1,481.7,0.78,0.13,-1.69,,https://www.youtube.com/watch?v=LS_aw62wDqQ;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
season_001,season_001_schedule_0101,Regular Season,regular_season,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],Art'n'Gaming,Raizor,2 - 0,aCkh93XNPio,https://www.youtube.com/watch?v=aCkh93XNPio,GPL - Spieltag 11 - vs. Arbok Duel Union : Die letzte Schlacht der HR,game,Raizor,Art'n'Gaming,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 11; channel identifies Raizor; title names Art'n'Gaming as opponent; channel and title identify opposite sides,Raizor,https://www.youtube.com/c/Raizor,4032,166,30,PT11M5S,665,2026-06-19T11:59:12Z,6206.5,0.65,0.11,-2.53,,0.87,1,5396.2,0.75,0.09,-2,,https://www.youtube.com/watch?v=aCkh93XNPio;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
season_001,season_001_schedule_0104,Regular Season,regular_season,11. Spieltag – Sonntag der 23.11.2014 [12:00 -17:00],PokemonFakten,PresentLP,0 - 1,VNOdsjLTd7Y,https://www.youtube.com/watch?v=VNOdsjLTd7Y,GPL - Spieltag 11 - vs. Rasselbande: Angst?!,game,PresentLP,PokemonFakten,85,"source_season,week,channel",matched season season_001 from normalized match; matched source season season_001; matched week 11; channel identifies PresentLP,Present,https://www.youtube.com/user/Present,1636,78,59,PT11M20S,680,2026-06-19T11:59:12Z,1589,1.03,0.71,0.42,,0.87,1.07,1475.4,1.11,0.83,0.8,,https://www.youtube.com/watch?v=VNOdsjLTd7Y;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
season_001,season_001_schedule_0003,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],DaumenkinoLP,SurskitTV,2 - 0,mQClxSLBkdU,https://www.youtube.com/watch?v=mQClxSLBkdU,GPL ★ Spieltag 12 - VS. Surstars : The power of Metagross,game,DaumenkinoLP,SurskitTV,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 12; channel identifies DaumenkinoLP; title names SurskitTV as opponent; channel and title identify opposite sides,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,944,37,7,PT20M54S,1254,2026-06-19T11:59:12Z,746.5,1.26,0.7,0.51,,1.02,1.1,841.5,1.12,0.84,0.88,,https://www.youtube.com/watch?v=mQClxSLBkdU;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
season_001,season_001_schedule_0003,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],DaumenkinoLP,SurskitTV,2 - 0,eA3Q6cV-RUU,https://www.youtube.com/watch?v=eA3Q6cV-RUU,GPL - Spieltag 12 - vs. Melting Mamoswines: Neue Gesichter!,game,SurskitTV,DaumenkinoLP,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 12; channel identifies SurskitTV; title names DaumenkinoLP as opponent; channel and title identify opposite sides,SurskitTV,https://www.youtube.com/user/SurskitTV,1516,63,31,PT53M47S,3227,2026-06-19T11:59:12Z,1440,1.05,0.63,0.16,,1.02,1.03,1516,1,0.6,0.07,,https://www.youtube.com/watch?v=eA3Q6cV-RUU;https://www.youtube.com/user/SurskitTV
season_001,season_001_schedule_0007,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],Cabgolord,DiaSwordPlay,0 - 4,VgBgR-LuvBU,https://www.youtube.com/watch?v=VgBgR-LuvBU,GPL - Spieltag 12 - vs. DiaSlashPlay: Die perfekte Wall-Combo,game,Cabgolord,DiaSwordPlay,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 12; channel identifies Cabgolord; title names DiaSwordPlay as opponent; channel and title identify opposite sides,Fnupa,https://www.youtube.com/user/Fnupa,597,25,4,PT17M35S,1055,2026-06-19T11:59:12Z,554,1.08,0.65,0.26,,1.02,1,567.6,1.05,0.74,0.43,,https://www.youtube.com/watch?v=VgBgR-LuvBU;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
season_001,season_001_schedule_0011,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],Art'n'Gaming,Silva,0 - 3,5NxXaIJNsNc,https://www.youtube.com/watch?v=5NxXaIJNsNc,GPL - Spieltag 12- vs. ARBOK DUEL UNION: Es geht wieder los!,game,Silva,Art'n'Gaming,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 12; channel identifies Silva; title names Art'n'Gaming as opponent; channel and title identify opposite sides,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,639,36,13,PT21M27S,1287,2026-06-19T11:59:12Z,672,0.95,0.42,-0.21,,1.02,1,688.5,0.93,0.36,-0.46,,https://www.youtube.com/watch?v=5NxXaIJNsNc;https://www.youtube.com/user/FinaALFaNtAsyLP
season_001,season_001_schedule_0019,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],DirtyD64,Raizor,0 - 2,kVmvEINsmDY,https://www.youtube.com/watch?v=kVmvEINsmDY,GPL - Spieltag 12 - vs. Lucky Luxray : Es geht weiter #Raizoroark,game,Raizor,DirtyD64,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 12; channel identifies Raizor; title names DirtyD64 as opponent; channel and title identify opposite sides,Raizor,https://www.youtube.com/c/Raizor,3913,153,18,PT12M20S,740,2026-06-19T11:59:12Z,6206.5,0.63,0.06,-2.71,,1.02,1,6358.6,0.62,0.06,-3.38,,https://www.youtube.com/watch?v=kVmvEINsmDY;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
season_001,season_001_schedule_0023,Regular Season,regular_season,12. Spieltag – Sonntag der 07.12.2014 [12:00 -17:00],Morbolth,PresentLP,4 - 0,odMZgwgLMjY,https://www.youtube.com/watch?v=odMZgwgLMjY,GPL - Spieltag 12 - vs. Mortox: Weiter geht's in der Meerestiefe!,game,PresentLP,Morbolth,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 12; channel identifies PresentLP; title names Morbolth as opponent; channel and title identify opposite sides,Present,https://www.youtube.com/user/Present,1583,102,35,PT14M44S,884,2026-06-19T11:59:12Z,1589,1,0.43,-0.06,,1.02,1,1634.8,0.97,0.43,-0.16,,https://www.youtube.com/watch?v=odMZgwgLMjY;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
season_001,season_001_schedule_0027,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],SurskitTV,Cabgolord,4 - 2,Kr2AlnPtgsg,https://www.youtube.com/watch?v=Kr2AlnPtgsg,GPL - Spieltag 13 - vs. Surstars: Jedes Detail zählt,game,Cabgolord,SurskitTV,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 13; channel identifies Cabgolord; title names SurskitTV as opponent; channel and title identify opposite sides,Fnupa,https://www.youtube.com/user/Fnupa,562,21,3,PT25M13S,1513,2026-06-19T11:59:12Z,554,1.01,0.55,0.05,,0.82,1.1,500.2,1.12,0.84,0.89,,https://www.youtube.com/watch?v=Kr2AlnPtgsg;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
season_001,season_001_schedule_0027,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],SurskitTV,Cabgolord,4 - 2,80UNzitj9Qs,https://www.youtube.com/watch?v=80UNzitj9Qs,GPL - Spieltag 13 - vs. Fnupagladi : Keine gute Bindung!,game,SurskitTV,Cabgolord,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 13; channel identifies SurskitTV; title names Cabgolord as opponent; channel and title identify opposite sides,SurskitTV,https://www.youtube.com/user/SurskitTV,1196,55,14,PT22M23S,1343,2026-06-19T11:59:12Z,1440,0.83,0.37,-0.58,,0.82,1,1184.9,1.01,0.62,0.13,,https://www.youtube.com/watch?v=80UNzitj9Qs;https://www.youtube.com/user/SurskitTV
season_001,season_001_schedule_0031,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],Art'n'Gaming,DaumenkinoLP,0 - 2,PKvaRjuN47o,https://www.youtube.com/watch?v=PKvaRjuN47o,GPL ★ Spieltag 13 - VS. Arbok Duel Union : DIESE HAX!!!,game,DaumenkinoLP,Art'n'Gaming,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 13; channel identifies DaumenkinoLP; title names Art'n'Gaming as opponent; channel and title identify opposite sides,DaumenkinoLP,https://www.youtube.com/c/DaumenkinoLP,545,20,5,PT11M26S,686,2026-06-19T11:59:12Z,746.5,0.73,0.35,-0.68,,0.82,1,612.6,0.89,0.29,-0.76,,https://www.youtube.com/watch?v=PKvaRjuN47o;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP
season_001,season_001_schedule_0039,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],DirtyD64,Silva,6 - 0,-DjDl72WI3k,https://www.youtube.com/watch?v=-DjDl72WI3k,GPL - Spieltag 13 - vs. LUCKY LUXRAY: Nicht schon wieder!,game,Silva,DirtyD64,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 13; channel identifies Silva; title names DirtyD64 as opponent; channel and title identify opposite sides,Silva,https://www.youtube.com/user/FinaALFaNtAsyLP,902,29,7,PT13M1S,781,2026-06-19T11:59:12Z,672,1.34,0.84,1.22,,0.82,1,551.4,1.64,0.98,3.56,über Erwartung 1.6x; Top 5% trendbereinigt; Trend-Z-Score 3.6,https://www.youtube.com/watch?v=-DjDl72WI3k;https://www.youtube.com/user/FinaALFaNtAsyLP
season_001,season_001_schedule_0047,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],PresentLP,Raizor,2 - 0,vkXHhaSKdmI,https://www.youtube.com/watch?v=vkXHhaSKdmI,GPL - Spieltag 13 - vs. Raizoroark: Unheilbringende Mindgames!,game,PresentLP,Raizor,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 13; channel identifies PresentLP; title names Raizor as opponent; channel and title identify opposite sides,Present,https://www.youtube.com/user/Present,1273,60,15,PT19M4S,1144,2026-06-19T11:59:12Z,1589,0.8,0.1,-3.23,,0.82,1,1303.9,0.98,0.46,-0.1,,https://www.youtube.com/watch?v=vkXHhaSKdmI;https://www.youtube.com/user/Present;https://www.youtube.com/user/PresentLP
season_001,season_001_schedule_0047,Regular Season,regular_season,13. Spieltag – Sonntag der 14.12.2014 [12:00 -17:00],PresentLP,Raizor,2 - 0,wcP9pkYu_rY,https://www.youtube.com/watch?v=wcP9pkYu_rY,GPL - Spieltag 13 - vs. Prekani : Moment WAS???,game,Raizor,PresentLP,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 13; channel identifies Raizor; title names PresentLP as opponent; channel and title identify opposite sides,Raizor,https://www.youtube.com/c/Raizor,5031,195,24,PT16M31S,991,2026-06-19T11:59:12Z,6206.5,0.81,0.22,-1.23,,0.82,1,5092.9,0.99,0.49,-0.02,,https://www.youtube.com/watch?v=wcP9pkYu_rY;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt
season_001,season_001_schedule_0051,Regular Season,regular_season,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],Art'n'Gaming,SurskitTV,1 - 0,oVIhs4iHa7k,https://www.youtube.com/watch?v=oVIhs4iHa7k,GPL - Spieltag 14 - vs. Arbok Duel Union : Zu früh gefreut?,game,SurskitTV,Art'n'Gaming,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 14; channel identifies SurskitTV; title names Art'n'Gaming as opponent; channel and title identify opposite sides,SurskitTV,https://www.youtube.com/user/SurskitTV,1454,76,15,PT35M38S,2138,2026-06-19T11:59:12Z,1440,1.01,0.58,0.03,,1.02,1,1467.8,0.99,0.5,-0,,https://www.youtube.com/watch?v=oVIhs4iHa7k;https://www.youtube.com/user/SurskitTV
season_001,season_001_schedule_0055,Regular Season,regular_season,14. Spieltag – Sonntag der 21.12.2014 [12:00 -17:00],FanmadeLetsPlay,Cabgolord,2 - 0,6P4mVCHzEWk,https://www.youtube.com/watch?v=6P4mVCHzEWk,GPL - Spieltag 14 - vs. Nocturne: Wahlitems zum Sieg,game,Cabgolord,FanmadeLetsPlay,100,"source_season,week,channel,title,both_sides",matched season season_001 from normalized match; matched source season season_001; matched week 14; channel identifies Cabgolord; title names FanmadeLetsPlay as opponent; channel and title identify opposite sides,Fnupa,https://www.youtube.com/user/Fnupa,921,34,8,PT13M14S,794,2026-06-19T11:59:12Z,554,1.66,0.9,1.79,über Baseline 1.7x; Top 10% der Person/Saison,1.02,1.02,573.2,1.61,0.97,3.44,über Erwartung 1.6x; Top 5% trendbereinigt; Trend-Z-Score 3.4,https://www.youtube.com/watch?v=6P4mVCHzEWk;https://www.youtube.com/user/Fnupa;https://www.youtube.com/user/Fnupa/
