,,,Wählbar: 2,,Wählbar: 2,,Wählbar: 3,,Wählbar: 2,,Wählbar: 2
,Mega-Lohgock,,Mega Glurak X,,Mega-Absol,,Fruyal,,Gastrodon,,Barschuft,,Charmian
,Mega-Lucario,,Mega Glurak Y,,Mega-Aerodactyl,,Garados,,Geradaks,,Bibor,,Chelast
,Mega-Metagross,,Mega-Guardevoir,,Mega-Bibor,,Grypheldis,,Golbat,,Bidifas,,Chelcarain
,Mega-Mewtu X/Y,,Mega-Knakrack,,Mega-Despotar,,Guardevoir,,Granbull,,Bisaknosp,,Cosmog
,Mew,,Mega-Lahmus,,Mega-Skaraborn,,Hariyama,,Hydragil,,Bisofank,,Cosmovum
,Mewtu,,Mega-Latias,,Mega-Sumpex,,Heiteira,,Irokex,,Blubella,,Dartignis
,Necrozma-Ultra,,Mega-Latios,,Mega-Tauboss,,Hoopa,,Kapoera,,Bojelin,,Dartiri
,Necrozma-Abendmähne,,Mega-Meditalis,,Mega-Tohaido,,Iksbat,,Karadonis,,Bollterus,,Digda
,Necrozma-Morgenschwingen,,Mega-Pinsir,,Mega-Turtok,,Impergator,,Keifel,,Botogel,,Dodu
,Palkia,,Mega-Scherox,,Mega-Voltenso,,Impoleon,,Knirfish,,Burmadame,,Draschel
,Quajutsu,,Mega-Schlapor,,Meistagrif,,Kicklee,,Kryppuk,,Calamanero,,Dratini
,Rayquaza,,Mega-Simsala,,Necrozma,,Kosturso,,Lavados,,Camerupt,,Driftlon
,Reshiram,,Mega-Zobiris,,Nidoking,,Kramshef,,Lohgock (ohne Speed Boost),   ,Castellith,,Dusselgurr
,Schabelle,,Mimigma,,Nidoqueen,,Krawumms,,Machomei,,Chelterrar,,eF-eM
,Shaymin-Sky,,Pixi,,Panferno,,Krebutack,,Magneton,,Chevrumm,,Eguana
,Solgaleo,,Snibunna,,Panzaeron,,Kyurem,,Mega-Banette,,Choreogel,,Elekid
,Xerneas,,Stalobor,,Pelipper,,Libelldra,,Mega-Camerupt,,Coiffwaff,,Elezeba
,Yveltal,,Victini,,Porygon2,,Lucario,,Mega-Firnontor,,Colossand,,Endivie
,Zekrom,,Voltolos (Inkarnationsform),,Raikou,,Magnezone,,Mega-Ohrdoch,,Corasonn,,Eneco
,Zygarde-100%,,Zapdos,,Ramoth,,Mamolida,,Mega-Rexblisar,,Damhirplex,,Enton
,,,Zygarde-50%,,Relaxo,,Mantax,,Meteno,,Dartignis,,Evoli
,Gebannte Fähigkeit,,,,Resladero,,Maxax,,Miltank,,Dedenne,,Felilou
,Auswegslos,,,,Rotom-Wash,,Meditalis,,Monargoras,,Deponitox,,Felino
,Wegsperre,,,,Scherox,,Mega-Ampharos,,Morlord,,Digdri,,Ferkokel
,Gefühlswippe,,,,Serpiroyal,,Mega-Gewaldro,,Moruda,,Dodri,,Feurigel
,,,,,Simsala,,Mega-Hundemon,,Pandagro,,Donarion,,Fiffyen
,,,,,Skorgro,,Mega-Stahlos,,Parfinesse,,Dragonir,,Finneon
,,,,,Staraptor,,Mega-Stolloss,,Piondragi,,Dressella,,Flabébé
,,,,,Starmie,,Meloetta,,Pottrott,,Drifzepeli,,Flamiau
,,,,,Suicune,,Metagross,,Psiana,,Duflor,,Flampion
,,,,,Tangoloss,,Milotic,,Pumpdjinn,,Dummisel,,Flapteryx
,,,,,Tentantel,,Muramura,,Regirock,,Duodino,,Flauschling
,,,,,Terrakium,,Nachtara,,Rihornior,,Efoserp,,Fleknoil
,,,,,Tobutz,,Omot,,Sabbaione,,Elektek,,Flemmli
,,,,,Togekiss,,Porygon-Z,,Schlingking,,Emolga,,Floink
,,,,,Trikephalo,,Primarene,,Selfe,,Enekoro,,Fluffeluff
,,,,,Volcanion,,Quajutsu*,,Shardrago,,Entoron,,Flurmel
,,,,,Voltolos (Tiergeistform),,Quaxo,,Silvarro,,Fasasnob,,Folikon
,,,,,Voltriant,,Qurtel,,Skuntank,,Firnontor,,Frizelbliz
,,,,,Zytomega,,Rabigator,,Smogmog,,Flamara,,Froxy
,,,,,,,Registeel,,Sniebel,,Flegmon,,Frubaila
,,,,,*ohne Rohe Gewalt,,Roserade,,Stahlos,,Fletiamo,,Frubberl
,,,,,,,Rotom-Heat,,Symvolara,,Floette,,Fukano
,,,,,,,Rotom-Mow,,Tangela,,Flunkifer,,Fynx
,,,,,,,Schwalboss,,Tauros,,Flunschlik,,Galapaflos
,,,,,,,Seedraking,,Tectass,,Folipurba,,Ganovil
,,,,,,,Shaymin,,Traunmagil,,Formeo,,Garstella
,,,,,,,Skaraborn,,Turtok,,Frigometri,,Geckarbor
,,,,,,,Skelabra,,Typ:Null,,Fuegro,,Gehweiher
,,,,,,,Skorgla,,UHaFnir,,Furnifraß,,Gelatini
,,,,,,,Sumpex,,Viridium,,Gallopa,,Gelatroppo
,,,,,,,Tandrak,,Wolwerock-Zwielicht,,Gelatwino,,Georok
,,,,,,,Tentoxa,,Wummer,,Geowaz,,Geronimatz
,,,,,,,Tohaido,,Xatu,,Gewaldro,,Glibunkel
,,,,,,,Toxiquak,,Zapplarang,,Giflor,,Glumanda
,,,,,,,Vesprit,,,,Girafarig,,Glutexo
,,,,,,,Viscogon,,,,Gladiantri,,Golbit
,,,,,,,Voltula,,,,Glaziola,,Goldini
,,,,,,,Vulnona,,,,Glurak,,Gramokles
,,,,,,,Washakwil,,,,Golgantes,,Griffel
,,,,,,,Wie-Shu,,,,Golking,,Grillmak
,,,,,,,Yanmega,,,,Grillchita,,Habitak
,,,,,,,Zoroark,,,,Groink,,Haspiror
,,,,,,,Zygarde-10%,,,,Gufa,,Hoothoot
,,,,,,,,,,,Hippopotas,,Hoppspross
,,,,,,,*ohne Wandlungskunst & ,,,,Honweisel,,Hornliu
,,,,,,,Freundschaftsakt,,,,Hundemon,,Hubelupf
,,,,,,,,,,,Hypno,,Hunduster
,,,,,,,,,,,Ibitak,,Hydropi
,,,,,,,,,,,Igastarnish,,Hypnomorba
,,,,,,,,,,,Illumise,,Icognito
,,,,,,,,,,,Jiutesto,,Igamaro
,,,,,,,,,,,Jugong,,Igelavar
,,,,,,,,,,,Jungglut,,Ignivor
,,,,,,,,,,,Kabutops,,Imantis
,,,,,,,,,,,Kadabra,,Irrbis
,,,,,,,,,,,Kangama,,Iscalar
,,,,,,,,,,,Kappalores,,Isso
,,,,,,,,,,,Karippas,,Jurob
,,,,,,,,,,,Kastadur,,Kabuto
,,,,,,,,,,,Kecleon,,Kanivanha
,,,,,,,,,,,Kingler,,Kapuno
,,,,,,,,,,,Kinoso,,Karnimani
,,,,,,,,,,,Kleoparda,,Karpador
,,,,,,,,,,,Klikdiklak,,Kaumalat
,,,,,,,,,,,Kliklak,,Kiesling
,,,,,,,,,,,Knarksel,,Kikugi
,,,,,,,,,,,Knogga,,Kindwurm
,,,,,,,,,,,Knuddeluff,,Kirlia
,,,,,,,,,,,Koalelu,,Kleinstein
,,,,,,,,,,,Kokowei,,Klikk
,,,,,,,,,,,Kommandutan,,Klingplim
,,,,,,,,,,,Kramurx,,Knacklion
,,,,,,,,,,,Krawell,,Knilz
,,,,,,,,,,,Kronjuwild,,Knofensa
,,,,,,,,,,,Kukmarda,,Knospi
,,,,,,,,,,,Lamellux,,Koknodon
,,,,,,,,,,,Lanturn,,Kokuna
,,,,,,,,,,,Lapras,,Krabbox
,,,,,,,,,,,Ledian,,Krabby
,,,,,,,,,,,Lektrobal,,Krakeelo
,,,,,,,,,,,Lepumentas,,Krebscorps
,,,,,,,,,,,Letarking,,Kussilla
,,,,,,,,,,,Lumineon,,Lampi
,,,,,,,,,,,Lunastein,,Larvitar
,,,,,,,,,,,Lusardin,,Laternecto
,,,,,,,,,,,Luxtra,,Laukaps
,,,,,,,,,,,Magbrant,,Ledyba
,,,,,,,,,,,Magcargo,,Leufeo
,,,,,,,,,,,Magmar,,Lichtel
,,,,,,,,,,,Magnayen,,Liebiskus
,,,,,,,,,,,Mampfaxo,,Liliep
,,,,,,,,,,,Manguspektor,,Lilminip
,,,,,,,,,,,Mantidea,,Lin-Fu
,,,,,,,,,,,Maracamba,,Lithomith
,,,,,,,,,,,Marill,,Lombrero
,,,,,,,,,,,Maschock,,Lorblatt
,,,,,,,,,,,Maskeregen,,Loturzel
,,,,,,,,,,,Matrifol,,Luxio
,,,,,,,,,,,Megalon,,Mabula
,,,,,,,,,,,Meganie,,Machollo
,,,,,,,,,,,Metang,,Magby
,,,,,,,,,,,Minun ,,Magnetilo
,,,,,,,,,,,Mitodos,,Mähikel
,,,,,,,,,,,Mogelbaum,,Makabaja
,,,,,,,,,,,Morbitesse,,Makuhita
,,,,,,,,,,,Moterpel,,Mangunior
,,,,,,,,,,,Muntier,,Mantirps
,,,,,,,,,,,Ninjask,,Marikeck
,,,,,,,,,,,Ninjatom,,Mauzi
,,,,,,,,,,,Nockchan,,Mebrana
,,,,,,,,,,,Noctuh,,Mediras
,,,,,,,,,,,Noktuska,,Meditie
,,,,,,,,,,,Octillery,,Menki
,,,,,,,,,,,Ohrdoch,,Miezunder
,,,,,,,,,,,Pachirisu,,Milza
,,,,,,,,,,,Palimpalim,,Miniras
,,,,,,,,,,,Pampross,,Minun
,,,,,,,,,,,Pandir,,Mobai
,,,,,,,,,,,Panpyro,,Mollimorba
,,,,,,,,,,,Pantimos,,Molunk
,,,,,,,,,,,Papinella,,Monozyto
,,,,,,,,,,,Papungha,,Morabbel
,,,,,,,,,,,Parasek,,Muschas
,,,,,,,,,,,Phione,,Myrapla
,,,,,,,,,,,Piepi,,Nagelotz
,,,,,,,,,,,Pikachu,,Nasgnet
,,,,,,,,,,,Pinsir,,Natu
,,,,,,,,,,,Plaudagei,,Navitaub
,,,,,,,,,,,Pliprin,,Nebulak
,,,,,,,,,,,Plusle,,Nidoran♀
,,,,,,,,,,,Porygon,,Nidoran♂
,,,,,,,,,,,Psiaugon,,Nidorina
,,,,,,,,,,,Pudox,,Nidorino
,,,,,,,,,,,Pyroleo,,Nincada
,,,,,,,,,,,Quappo,,Onix
,,,,,,,,,,,Quaputzi,,Ottaro
,,,,,,,,,,,Quartermak,,Owei
,,,,,,,,,,,Raichu,,Pam-Pam
,,,,,,,,,,,Rameidon,,Pampuli
,,,,,,,,,,,Rasaff,,Panekon
,,,,,,,,,,,Rattikarl,,Panflam
,,,,,,,,,,,Regice,,Pantimimi
,,,,,,,,,,,Regigigas,,Paragoni
,,,,,,,,,,,Relicanth,,Paras
,,,,,,,,,,,Rexblisar,,Parfi
,,,,,,,,,,,Rizeros,,Peppeck
,,,,,,,,,,,Rocara,,Perlu
,,,,,,,,,,,Rokkaiman,,Petznief
,,,,,,,,,,,Rollum,,Phanpy
,,,,,,,,,,,Roselia,,Piccolente
,,,,,,,,,,,Rossana,,Pichu
,,,,,,,,,,,Rotom,,Picochilla
,,,,,,,,,,,Rotom-Fan,,Pii
,,,,,,,,,,,Rotom-Frost,,Pionskora
,,,,,,,,,,,Saganabyss,,Plinfa
,,,,,,,,,,,Sandamer,,Ponita
,,,,,,,,,,,Sarzenia,,Porenta
,,,,,,,,,,,Schillok,,Praktibalk
,,,,,,,,,,,Schlapor,,Psiau
,,,,,,,,,,,Schlukwech,,Pummeluff
,,,,,,,,,,,Schlurplek,,Pupitar
,,,,,,,,,,,Seemon,,Puponcho
,,,,,,,,,,,Sen-Long,,Puppance
,,,,,,,,,,,Sengo,,Purmel
,,,,,,,,,,,Shnurgarst,,Pygraulon
,,,,,,,,,,,Siberio,,Quabbel
,,,,,,,,,,,Sichlor,,Quapsel
,,,,,,,,,,,Skallyk,,Quiekel
,,,,,,,,,,,Sleimok,,Rabauz
,,,,,,,,,,,Smettbo,,Rattfratz
,,,,,,,,,,,Snobilikat,,Raupy
,,,,,,,,,,,Sodachita,,Reißlaus
,,,,,,,,,,,Somnivora,,Remoraid
,,,,,,,,,,,Sonnfel,,Reptain
,,,,,,,,,,,Sonnflora,,Rettan
,,,,,,,,,,,Stolloss,,Rihorn
,,,,,,,,,,,Strepoli,,Riolu
,,,,,,,,,,,Swaroness,,Robball
,,,,,,,,,,,Tauboss,,Rotomurf
,,,,,,,,,,,Tengulist,,Rutena
,,,,,,,,,,,Thanathora,,Safcon
,,,,,,,,,,,Togedemaru,,Samurzel
,,,,,,,,,,,Togetic,,Sandan
,,,,,,,,,,,Tornupto,,Sankabuh
,,,,,,,,,,,Tortunator,,Scampisto
,,,,,,,,,,,Toxiped,,Schalellos
,,,,,,,,,,,Traunfugil,,Schallquap
,,,,,,,,,,,Trombork,,Schaloko
,,,,,,,,,,,Tropius,,Schiggy
,,,,,,,,,,,Tukanon,,Schilterus
,,,,,,,,,,,Tyracroc,,Schluppuck
,,,,,,,,,,,Ursaring,,Schlurp
,,,,,,,,,,,Vegichita,,Schmerbe
,,,,,,,,,,,Venuflibis,,Schneckmag
,,,,,,,,,,,Vibrava,,Schneppke
,,,,,,,,,,,Vipitis,,Schnuthelm
,,,,,,,,,,,Viscargot,,Schwalbini
,,,,,,,,,,,Vivillon,,Scoppel
,,,,,,,,,,,Volbeat,,Sedimantur
,,,,,,,,,,,Voltenso,,Seemops
,,,,,,,,,,,Voluminas,,Seeper
,,,,,,,,,,,Wailord,,Sejong
,,,,,,,,,,,Walraisa,,Serpifeu
,,,,,,,,,,,Welsar,,Sesokitz
,,,,,,,,,,,Wielie,,Sharfax
,,,,,,,,,,,Wiesenior,,Sheinux
,,,,,,,,,,,Wolwerock-Tag/Nacht,,Shnebedeck
,,,,,,,,,,,Yanma,,Shuppet
,,,,,,,,,,,Zebritz,,Skunkapuh
,,,,,,,,,,,Zirpeise,,Sleima
,,,,,,,,,,,Zobiris,,Smogon
,,,,,,,,,,,Zwirrfinst,,Snubbull
,,,,,,,,,,,Zwirrklop,,Sodamak
,,,,,,,,,,,,,Somniam
,,,,,,,,,,,,,Sonnkern
,,,,,,,,,,,,,Spoink
,,,,,,,,,,,,,Staralili
,,,,,,,,,,,,,Staravia
,,,,,,,,,,,,,Sterndu
,,,,,,,,,,,,,Stollrak
,,,,,,,,,,,,,Stollunior
,,,,,,,,,,,,,Strawickl
,,,,,,,,,,,,,Tanhel
,,,,,,,,,,,,,Tanza
,,,,,,,,,,,,,Tarnpignon
,,,,,,,,,,,,,Tauboga
,,,,,,,,,,,,,Taubsi
,,,,,,,,,,,,,Teddiursa
,,,,,,,,,,,,,Tentacha
,,,,,,,,,,,,,Terribark
,,,,,,,,,,,,,Togepi
,,,,,,,,,,,,,Tragosso
,,,,,,,,,,,,,Trasla
,,,,,,,,,,,,,Traumato
,,,,,,,,,,,,,Trompeck
,,,,,,,,,,,,,Tuska
,,,,,,,,,,,,,Ultrigaria
,,,,,,,,,,,,,Unratütox
,,,,,,,,,,,,,Vegimak
,,,,,,,,,,,,,Velursi
,,,,,,,,,,,,,Venicro
,,,,,,,,,,,,,Viscora
,,,,,,,,,,,,,Voltilamm
,,,,,,,,,,,,,Voltobal
,,,,,,,,,,,,,Vulpix
,,,,,,,,,,,,,Waaty
,,,,,,,,,,,,,Wablu
,,,,,,,,,,,,,Wadribie
,,,,,,,,,,,,,Wailmer
,,,,,,,,,,,,,Wattzapf
,,,,,,,,,,,,,Waumboll
,,,,,,,,,,,,,Waumpel
,,,,,,,,,,,,,Webarak
,,,,,,,,,,,,,Wiesor
,,,,,,,,,,,,,Wingull
,,,,,,,,,,,,,Woingenau
,,,,,,,,,,,,,Wommel
,,,,,,,,,,,,,Wonneira
,,,,,,,,,,,,,Wuffels
,,,,,,,,,,,,,Yorkleff
,,,,,,,,,,,,,Zapplalek
,,,,,,,,,,,,,Zapplardin
,,,,,,,,,,,,,Zigzachs
,,,,,,,,,,,,,Zirpurze
,,,,,,,,,,,,,Zorua
,,,,,,,,,,,,,Zubat
,,,,,,,,,,,,,Zurrokex
,,,,,,,,,,,,,Zwirrlicht
,,,,,,,,,,,,,Zwottronin





































































































































































































































































































































































































































































































































































































































































































,,,,,,,,,,,,,,,,,,,,"An alle Teilnehmer aus dem Widerstand gegen die Herrschaft des Diktator PresentLP,"
,,,,,,,,,,,,,,,,,,,,"die Zeit ist gekommen um uns unsere Freiheit endlich zu erkämpfen. Es wird Zeit, dass wir uns "
,,,,,,,,,,,,,,,,,,,,stellen und die Schreckensherschafft zu beenden!
,,,,,,,,,,,,,,,,,,,,"Melden sie sich bei mir! Es wird Zeit, dass sich die Dinge ändern! "
,,,,,,,,,,,,,,,,,,,,"Mit freundlichen Grüßen,"
,,,,,,,,,,,,,,,,,,,,ein mutiger Vogel
