video_id,video_url,title,video_type,match_status,confidence,confidence_tier,match_basis,confidence_explanation,detected_season_id,detected_week,source_urls,review_reason
oP9e67W0ohM,https://www.youtube.com/watch?v=oP9e67W0ohM,GPL [S2] - Spieltag 3 - vs. Typhlosion burning Squad: Can't move..,game,unmatched,,,,,season_002,3,https://www.youtube.com/watch?v=oP9e67W0ohM;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber,unmatched_game_video
___Sieifj9g,https://www.youtube.com/watch?v=___Sieifj9g,GPL [S2] - Spieltag 4 - vs. Typhlosion Burning Squad: Doppelter Doppelflinch!,game,unmatched,,,,,season_002,4,https://www.youtube.com/watch?v=___Sieifj9g;https://www.youtube.com/user/LightGaming12,unmatched_game_video
zvL2sYB96mo,https://www.youtube.com/watch?v=zvL2sYB96mo,GPL [S2] - Spieltag 5 - vs The Gymleader: Man reiche mir einen Besen!,game,unmatched,,,,,season_002,5,https://www.youtube.com/watch?v=zvL2sYB96mo;https://www.youtube.com/user/LightGaming12,unmatched_game_video
X-rHIEHthEc,https://www.youtube.com/watch?v=X-rHIEHthEc,GPL [S2] - Spieltag 7 - vs. SpeedEevees: Ein besonders giftiger Kampf!,game,unmatched,,,,,season_002,7,https://www.youtube.com/watch?v=X-rHIEHthEc;https://www.youtube.com/user/LightGaming12,unmatched_game_video
1ACxZAgu6JM,https://www.youtube.com/watch?v=1ACxZAgu6JM,GPL [S2] - Spieltag 8 - vs. Bulettenbande: Rohe Gewalt!,game,unmatched,,,,,season_002,8,https://www.youtube.com/watch?v=1ACxZAgu6JM;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber,unmatched_game_video
27HMj6k_4aM,https://www.youtube.com/watch?v=27HMj6k_4aM,GPL [S2] - Spieltag 09 vs. TyplosionBurningSquad,game,unmatched,,,,,season_002,9,https://www.youtube.com/watch?v=27HMj6k_4aM;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13,unmatched_game_video
W9QZsRqQ4h8,https://www.youtube.com/watch?v=W9QZsRqQ4h8,GPL [S2] - Spieltag 10 - vs. Energie Tobutz: Bruh!,game,unmatched,,,,,season_002,10,https://www.youtube.com/watch?v=W9QZsRqQ4h8;https://www.youtube.com/user/LightGaming12,unmatched_game_video
Rc595Rr6Pkw,https://www.youtube.com/watch?v=Rc595Rr6Pkw,GPL [S2] - Spieltag 11 - vs. TheGymleader: Sensei Tobutz!,game,unmatched,,,,,season_002,11,https://www.youtube.com/watch?v=Rc595Rr6Pkw;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber,unmatched_game_video
_yXB-aPuLFE,https://www.youtube.com/watch?v=_yXB-aPuLFE,GPL [S2] - Spieltag 13 - vs. SpeedEevees: Eine explosive Überraschung..,game,unmatched,,,,,season_002,13,https://www.youtube.com/watch?v=_yXB-aPuLFE;https://www.youtube.com/channel/UCUVf_aqw8yfVOjuF2K6x4dw;https://www.youtube.com/user/Glebber;https://www.youtube.com/user/glebber,unmatched_game_video
84RF2SRXpvA,https://www.youtube.com/watch?v=84RF2SRXpvA,GPL [S2] - Spieltag 13 - vs. Triyolotree: Tödlicher Schwerttanz ist tödlich!,game,unmatched,,,,,season_002,13,https://www.youtube.com/watch?v=84RF2SRXpvA;https://www.youtube.com/user/LightGaming12,unmatched_game_video
JhOP_v3Ms60,https://www.youtube.com/watch?v=JhOP_v3Ms60,GPL [S2] - Spieltag 17 - vs. Typhlosion Burning Squad: Jetzt gibts Prügel!,game,unmatched,,,,,season_002,17,https://www.youtube.com/watch?v=JhOP_v3Ms60;https://www.youtube.com/user/LightGaming12,unmatched_game_video
zVDhJ0t_wOU,https://www.youtube.com/watch?v=zVDhJ0t_wOU,GPL [S2] - Spieltag 20 - vs. Buzzing Maniacs: Arkani läuft heiß!,game,unmatched,,,,,season_002,20,https://www.youtube.com/watch?v=zVDhJ0t_wOU;https://www.youtube.com/user/LightGaming12,unmatched_game_video
g376glXzjrQ,https://www.youtube.com/watch?v=g376glXzjrQ,GPL [S2|RR] Spieltag 22 - vs TyphlosionBurningSquad - Legendäre Gedanken,game,unmatched,,,,,season_002,22,https://www.youtube.com/watch?v=g376glXzjrQ;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13,unmatched_game_video
COdSnod39U4,https://www.youtube.com/watch?v=COdSnod39U4,GPL [S2] - Spieltag 23 - vs. Sunny Reptiles: Para im Pyjama!,game,unmatched,,,,,season_002,23,https://www.youtube.com/watch?v=COdSnod39U4;https://www.youtube.com/user/LightGaming12,unmatched_game_video
h7HN53UxNeU,https://www.youtube.com/watch?v=h7HN53UxNeU,GPL [S2] - Spieltag 26 [Finale] - vs. Sunny Reptiles: Fin.,game,unmatched,,,,,season_002,26,https://www.youtube.com/watch?v=h7HN53UxNeU;https://www.youtube.com/user/Shizumania,unmatched_game_video
1XLCgQAkFtg,https://www.youtube.com/watch?v=1XLCgQAkFtg,GPL [S2] - Spieltag 26 - vs. Triyolotree: Das GPL-Comeback! (feat. SpeedEevee),game,unmatched,,,,,season_002,26,https://www.youtube.com/watch?v=1XLCgQAkFtg;https://www.youtube.com/user/LightGaming12,unmatched_game_video
B1BZIhdewlU,https://www.youtube.com/watch?v=B1BZIhdewlU,Pokemon Teambuildung Guide #013 [GPL VS. Lucha Libres],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=B1BZIhdewlU;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
aO9-8t-jnQA,https://www.youtube.com/watch?v=aO9-8t-jnQA,Pokemon Teambuildung Guide #014 [GPL VS. Prekani],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=aO9-8t-jnQA;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
ojNJnjktqv4,https://www.youtube.com/watch?v=ojNJnjktqv4,Pokemon Teambuildung Guide #015 [GPL VS. Stunfisk Underdogs],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=ojNJnjktqv4;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
hb08GlLj-1c,https://www.youtube.com/watch?v=hb08GlLj-1c,Pokemon Teambuildung Guide #016 [GPL VS. Toxic Blast],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=hb08GlLj-1c;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
PNqA0aNga3s,https://www.youtube.com/watch?v=PNqA0aNga3s,Pokemon Teambuildung Guide #017 [GPL VS. Magic Manaphys],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=PNqA0aNga3s;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
mY5UDokMYuA,https://www.youtube.com/watch?v=mY5UDokMYuA,Pokemon Teambuildung Guide #018 [GPL VS. Little Litleos],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=mY5UDokMYuA;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
BkaG1E_r51Y,https://www.youtube.com/watch?v=BkaG1E_r51Y,Pokemon Teambuildung Guide #019 [GPL VS. Fabulous Gayloppaz],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=BkaG1E_r51Y;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
nIj5bQsZ2Q4,https://www.youtube.com/watch?v=nIj5bQsZ2Q4,Pokemon Teambuildung Guide #020 [GPL VS. Raizoroark],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=nIj5bQsZ2Q4;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
jGwIem_bXec,https://www.youtube.com/watch?v=jGwIem_bXec,Pokemon Teambuildung Guide #021 [GPL VS. CroakDrop],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=jGwIem_bXec;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
q5EgUWwB36E,https://www.youtube.com/watch?v=q5EgUWwB36E,Pokemon Teambuildung Guide #022 [GPL VS. Blazing Okturtles],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=q5EgUWwB36E;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
Tej6u6cV_So,https://www.youtube.com/watch?v=Tej6u6cV_So,Pokemon Teambuildung Guide #025 [GPL VS. Surdrakings],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=Tej6u6cV_So;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
17XSDWduT28,https://www.youtube.com/watch?v=17XSDWduT28,GPL [S2] - Relegation Hinrunde - vs Magic Manaphys: Monster Manaphy,game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=17XSDWduT28;https://www.youtube.com/user/CaptainCrinch,unmatched_game_video
X-CbIXPzHhQ,https://www.youtube.com/watch?v=X-CbIXPzHhQ,GPL Season 2 Relegation Rückrunde vs Magic Manaphys,game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=X-CbIXPzHhQ;https://www.youtube.com/user/CaptainCrinch,unmatched_game_video
lK-N2Jz55D0,https://www.youtube.com/watch?v=lK-N2Jz55D0,GPL Season 2 - Raizoroark VS. Prekani | Pokémon Sonne & Mond - WiFi Battle [37],game,unmatched,,,,,season_002,,https://www.youtube.com/watch?v=lK-N2Jz55D0;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt,unmatched_game_video
ML3rDNM6Qak,https://www.youtube.com/watch?v=ML3rDNM6Qak,GPL [S3] - Spieltag 5 - Melting Mamoswines VS. Pawsome: Überall nur Feen,game,unmatched,,,,,season_003,5,https://www.youtube.com/watch?v=ML3rDNM6Qak;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
l_Rvb3cjayw,https://www.youtube.com/watch?v=l_Rvb3cjayw,GPL [S3] - Spieltag 12 - Melting Mamoswines VS. Little Litleos: HYPA HYPA VOICE,game,unmatched,,,,,season_003,12,https://www.youtube.com/watch?v=l_Rvb3cjayw;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
h97xZrdb7Wk,https://www.youtube.com/watch?v=h97xZrdb7Wk,GPL [S3] - Spieltag 13 - Melting Mamoswines VS. Unlimited Blade Works: Ein schöner Abschluss,game,unmatched,,,,,season_003,13,https://www.youtube.com/watch?v=h97xZrdb7Wk;https://www.youtube.com/c/DaumenkinoLP;https://www.youtube.com/user/TheHerbertLP,unmatched_game_video
ZMtZToVeIa8,https://www.youtube.com/watch?v=ZMtZToVeIa8,ORAS WifiBattle#10 Gegen DaumenkinoLP! HAX HAX UND NOCH MEHR HAX! DAS GPL THEMA! [LIVE] | WolvX,game,unmatched,,,,,season_003,,https://www.youtube.com/watch?v=ZMtZToVeIa8;https://www.youtube.com/channel/UCuey6g8IRhcHcHjfPyMlpAw,unmatched_game_video
XgFbkTr0nwc,https://www.youtube.com/watch?v=XgFbkTr0nwc,"GPL [S4] - Spieltag 04 - vs. Insirnapes ,,Final Destiny!""",game,unmatched,,,,,season_004,4,https://www.youtube.com/watch?v=XgFbkTr0nwc;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg,unmatched_game_video
UbS5WL6Rtvg,https://www.youtube.com/watch?v=UbS5WL6Rtvg,GPL [S4] - Spieltag 22 - vs. Flexing Masskito: Furioses Finale!,game,unmatched,,,,,season_004,22,https://www.youtube.com/watch?v=UbS5WL6Rtvg;https://www.youtube.com/user/PresentLP,unmatched_game_video
PJRpqpC_0c0,https://www.youtube.com/watch?v=PJRpqpC_0c0,GPL [S4] - Spieltag 22 - vs. Meowseyside: Toxisches Finale! (feat. Linus),game,unmatched,,,,,season_004,22,https://www.youtube.com/watch?v=PJRpqpC_0c0;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996,unmatched_game_video
CBjOpM7K--k,https://www.youtube.com/watch?v=CBjOpM7K--k,Stream heute Abend! GPL Final Talk und bissl mehr Stuff,game,unmatched,,,,,season_004,,https://www.youtube.com/watch?v=CBjOpM7K--k;https://www.youtube.com/user/TheMiiFii,unmatched_game_video
V3p1Tb9QRIk,https://www.youtube.com/watch?v=V3p1Tb9QRIk,"GPL [S4] - Relegation - vs. Pyroars of the Caribbean: Ente gut, alles gut!",game,unmatched,,,,,season_004,,https://www.youtube.com/watch?v=V3p1Tb9QRIk;https://www.youtube.com/user/Suishomaru,unmatched_game_video
LnfMZnzFNqY,https://www.youtube.com/watch?v=LnfMZnzFNqY,GPL [S4] - Relegation - vs. Pyroars of the Caribbean: Der wilde Stier! [Rückrunde],game,unmatched,,,,,season_004,,https://www.youtube.com/watch?v=LnfMZnzFNqY;https://www.youtube.com/user/Suishomaru,unmatched_game_video
5eRe_fzpbT4,https://www.youtube.com/watch?v=5eRe_fzpbT4,GPL [S5] - Spieltag 04 - vs. Lax Litwick: MASSig Probleme,game,unmatched,,,,,season_005,4,https://www.youtube.com/watch?v=5eRe_fzpbT4;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org,unmatched_game_video
KGCTjYDkY0A,https://www.youtube.com/watch?v=KGCTjYDkY0A,GPL [S5] - Spieltag 4 - vs. Crustle Crusaders: Finaler Style,game,unmatched,,,,,season_005,4,https://www.youtube.com/watch?v=KGCTjYDkY0A;https://www.youtube.com/user/CrowdController;https://www.youtube.com/user/CrowdControllerLP,unmatched_game_video
KRFd7tIcZdw,https://www.youtube.com/watch?v=KRFd7tIcZdw,GPL [S5] - Spieltag 5 - vs. Lax Litwick: Kalkuliertes Risiko,game,unmatched,,,,,season_005,5,https://www.youtube.com/watch?v=KRFd7tIcZdw;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP,unmatched_game_video
Fg5KfHIfzjw,https://www.youtube.com/watch?v=Fg5KfHIfzjw,GPL [S5] - Spieltag 07 - vs. Symphonic Swellow: Sonnig mit Aussicht auf Brathähnchen!,game,unmatched,,,,,season_005,7,https://www.youtube.com/watch?v=Fg5KfHIfzjw;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org,unmatched_game_video
lHsVLZ2G1-g,https://www.youtube.com/watch?v=lHsVLZ2G1-g,GPL [S5] - Spieltag 7 - vs. Crustle Crusaders: Mach den Cabgo!,game,unmatched,,,,,season_005,7,https://www.youtube.com/watch?v=lHsVLZ2G1-g;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP,unmatched_game_video
rMiKFrdP7_Q,https://www.youtube.com/watch?v=rMiKFrdP7_Q,GPL [S5] - Spieltag 08 - vs. Crustle Crusaders - Analyse: ALPOLLO - Potential und Setvorschläge,game,unmatched,,,,,season_005,8,https://www.youtube.com/watch?v=rMiKFrdP7_Q;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org,unmatched_game_video
tqL7LcYxfuw,https://www.youtube.com/watch?v=tqL7LcYxfuw,GPL [S5] - Spieltag 8 - vs. Weavile Got Killed: Kenne deinen Platz mickriger Hund! feat. Escanor,game,unmatched,,,,,season_005,8,https://www.youtube.com/watch?v=tqL7LcYxfuw;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP,unmatched_game_video
PyICobwnO7E,https://www.youtube.com/watch?v=PyICobwnO7E,GPL [S5] - Spieltag 10 - vs. Shockwaving Magearnas: Platz 3 vs. Platz 1!,game,unmatched,,,,,season_005,10,https://www.youtube.com/watch?v=PyICobwnO7E;https://www.youtube.com/user/PresentLP,unmatched_game_video
AJLMQVGSaGo,https://www.youtube.com/watch?v=AJLMQVGSaGo,GPL [S5] - Spieltag 11 - vs. Götterboten: Heißes Finale,game,unmatched,,,,,season_005,11,https://www.youtube.com/watch?v=AJLMQVGSaGo;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org,unmatched_game_video
InZzd9QWZiM,https://www.youtube.com/watch?v=InZzd9QWZiM,GPL [S5] - Spieltag 15 - vs. Lax Litwick: Es ist ein neuer Sheriff in der Stadt,game,unmatched,,,,,season_005,15,https://www.youtube.com/watch?v=InZzd9QWZiM;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org,unmatched_game_video
7tJHSWxzfrk,https://www.youtube.com/watch?v=7tJHSWxzfrk,GPL [S5] - Spieltag 16 - RR vs. Lax Litwick: Manchmal braucht es einen Ruck!,game,unmatched,,,,,season_005,16,https://www.youtube.com/watch?v=7tJHSWxzfrk;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP,unmatched_game_video
VlmaOM4OGN4,https://www.youtube.com/watch?v=VlmaOM4OGN4,GPL [S5] - Spieltag 18 - RR vs. Crustle Crusaders: Aggressive Haarpracht,game,unmatched,,,,,season_005,18,https://www.youtube.com/watch?v=VlmaOM4OGN4;https://www.youtube.com/user/BelmontGabriel;https://www.youtube.com/user/BelmontgabrielLP,unmatched_game_video
nbCyYqm7rMs,https://www.youtube.com/watch?v=nbCyYqm7rMs,GPL [S5] - Spieltag 18 - vs. Symphonic Swellow: Alles Gurken....,game,unmatched,,,,,season_005,18,https://www.youtube.com/watch?v=nbCyYqm7rMs;https://www.youtube.com/channel/UCzftb8-k3NwLilR5X7q-org,unmatched_game_video
2L43fj3Z5LE,https://www.youtube.com/watch?v=2L43fj3Z5LE,GPL [S5] - Spieltag 22 - vs. Prekani: Finaler Vortex!,game,unmatched,,,,,season_005,22,https://www.youtube.com/watch?v=2L43fj3Z5LE;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg,unmatched_game_video
xp5BK_HuxAs,https://www.youtube.com/watch?v=xp5BK_HuxAs,GPL [S5] - Spieltag 22 - vs. Marvelous Speedsters: Das große Finale!,game,unmatched,,,,,season_005,22,https://www.youtube.com/watch?v=xp5BK_HuxAs;https://www.youtube.com/user/PresentLP,unmatched_game_video
KkGtYHNOoRE,https://www.youtube.com/watch?v=KkGtYHNOoRE,GPL [S5] Extra - Prekani vs. Shockwaving Magearnas: ALS OB! 1KP!,game,unmatched,,,,,season_005,,https://www.youtube.com/watch?v=KkGtYHNOoRE;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt,unmatched_game_video
n5H1G9-GB8M,https://www.youtube.com/watch?v=n5H1G9-GB8M,GPL [S5] Extra - Shockwaving Magearnas vs. Triyolotree: GUTER ODER SCHLECHTER PREDICTLP?,game,unmatched,,,,,season_005,,https://www.youtube.com/watch?v=n5H1G9-GB8M;https://www.youtube.com/c/Raizor;https://www.youtube.com/user/Raizor;https://www.youtube.com/user/RaizorZockt,unmatched_game_video
qvIhBJgkZrc,https://www.youtube.com/watch?v=qvIhBJgkZrc,NENN' MICH DOCH VOGEL - GPL [S5] - Relegation [1/2] - vs. Aggron Successors,game,unmatched,,,,,season_005,,https://www.youtube.com/watch?v=qvIhBJgkZrc;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel,unmatched_game_video
XNkfxmkFlmM,https://www.youtube.com/watch?v=XNkfxmkFlmM,The Purge - Die Säuberung - GPL [S5] - Relegation [2/2] - vs. Aggron Successors,game,unmatched,,,,,season_005,,https://www.youtube.com/watch?v=XNkfxmkFlmM;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel,unmatched_game_video
n2j1RTib8t0,https://www.youtube.com/watch?v=n2j1RTib8t0,GPL-Woche #01: Analyse von PRESENT vs. NESTFLOH,game,unmatched,,,,,season_007,1,https://www.youtube.com/watch?v=n2j1RTib8t0;https://www.youtube.com/user/ElcioBuchLP;https://www.youtube.com/user/Nestfloh,unmatched_game_video
wwrCprbkXrk,https://www.youtube.com/watch?v=wwrCprbkXrk,GPL-Woche #02: Eure FRAGEN zur GPL!,game,unmatched,,,,,season_007,2,https://www.youtube.com/watch?v=wwrCprbkXrk;https://www.youtube.com/user/ElcioBuchLP;https://www.youtube.com/user/Nestfloh,unmatched_game_video
fWds0mnnKSI,https://www.youtube.com/watch?v=fWds0mnnKSI,[GPL S7] Das FINALE | Spieltag #13: vs. Aggron Berlin (Tabasco),game,unmatched,,,,,season_007,13,https://www.youtube.com/watch?v=fWds0mnnKSI;https://www.youtube.com/user/ElcioBuchLP;https://www.youtube.com/user/Nestfloh,unmatched_game_video
b40jAbAFEXY,https://www.youtube.com/watch?v=b40jAbAFEXY,GPL [S8] - Spieltag 14 - vs. Rexcalybur: Im Sturzflug zum Finale!,game,unmatched,,,,,season_008,14,https://www.youtube.com/watch?v=b40jAbAFEXY;https://www.youtube.com/c/BlackLink;https://www.youtube.com/user/BlackLink;https://www.youtube.com/user/BlackLink1996,unmatched_game_video
VhSdthfiWrU,https://www.youtube.com/watch?v=VhSdthfiWrU,GPL [S8] - Spieltag 14 - vs. Chasing Cinderaces: Dämonisches Finale!,game,unmatched,,,,,season_008,14,https://www.youtube.com/watch?v=VhSdthfiWrU;https://www.youtube.com/c/BarryDSinOfSpeed;https://www.youtube.com/channel/UC88v-X5lbES2qHLWkFjQAEg,unmatched_game_video
CPbz0L2Q78k,https://www.youtube.com/watch?v=CPbz0L2Q78k,GPL [S8] Extra - Minetube VS GPL | VS Elekids Club,game,unmatched,,,,,season_008,,https://www.youtube.com/watch?v=CPbz0L2Q78k;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13,unmatched_game_video
rQuCHR-vQeU,https://www.youtube.com/watch?v=rQuCHR-vQeU,"""GEGEN die RESTPOSTEN!"" - GPL [S8] Schaukampf vs. Throes Mad (@Minetube13 )",game,unmatched,,,,,season_008,,https://www.youtube.com/watch?v=rQuCHR-vQeU;https://www.youtube.com/user/ElektechN9ne,unmatched_game_video
ho3voAoNZtU,https://www.youtube.com/watch?v=ho3voAoNZtU,GPL [S8] Extra - Minetube VS GPL | VS Glückspilze @DauniDaunstar,game,unmatched,,,,,season_008,,https://www.youtube.com/watch?v=ho3voAoNZtU;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13,unmatched_game_video
sIGgnOGLs48,https://www.youtube.com/watch?v=sIGgnOGLs48,Nachtrag zum GPL Kampf gegen @OGDeniz96,game,unmatched,,,,,season_008,,https://www.youtube.com/watch?v=sIGgnOGLs48;https://www.youtube.com/channel/UCz2BGM4qej7NxsEDSNr6f1A;https://www.youtube.com/user/MaxiVonVogel,unmatched_game_video
VdhKXuCwtqY,https://www.youtube.com/watch?v=VdhKXuCwtqY,GPL [S8] Extra - Minetube VS GPL | VS Victini Bottom @Bene,game,unmatched,,,,,season_008,,https://www.youtube.com/watch?v=VdhKXuCwtqY;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13,unmatched_game_video
U1iMsncxDxc,https://www.youtube.com/watch?v=U1iMsncxDxc,GPL [S8] Extra - Minetube VS GPL | VS Prekani @PresentLP,game,unmatched,,,,,season_008,,https://www.youtube.com/watch?v=U1iMsncxDxc;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13,unmatched_game_video
NSbgc8biOyU,https://www.youtube.com/watch?v=NSbgc8biOyU,GPL [S8] Extra - Minetube VS GPL | VS Arktipico @Hydronic,game,unmatched,,,,,season_008,,https://www.youtube.com/watch?v=NSbgc8biOyU;https://www.youtube.com/@Minetube13;https://www.youtube.com/user/Minetube13,unmatched_game_video
