slot_id,season_id,division,graphic_group,graphic_row,slot_number,image_path,source_file,crop_x,crop_y,crop_width,crop_height,team_name,team_name_normalized,person_name,person_name_normalized,suggested_pokemon,suggested_pokemon_normalized,suggestion_rank,suggestion_confidence,data_status,source_urls
season_003_gpl_teams_spieltag_14_1_row_5_50,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_5,5,50,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,670,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_5_51,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_5,5,51,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,762,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_5_52,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_5,5,52,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,854,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_5_53,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_5,5,53,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,946,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_5_54,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_5,5,54,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,1038,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_5_55,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_5,5,55,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,1130,412,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_56,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,56,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,210,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_57,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,57,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,302,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_58,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,58,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,394,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_59,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,59,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,486,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_60,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,60,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,578,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_61,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,61,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,670,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_62,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,62,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,762,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_63,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,63,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,854,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_64,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,64,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,946,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_65,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,65,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,1038,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_6_66,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_6,6,66,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,1130,499,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_67,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,67,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,210,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_68,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,68,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,302,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_69,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,69,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,394,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_70,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,70,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,486,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_71,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,71,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,578,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_72,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,72,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,670,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_73,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,73,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,762,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
season_003_gpl_teams_spieltag_14_1_row_7_74,season_003,Regular Season,season_003_gpl_teams_spieltag_14_1_row_7,7,74,../output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg,854,586,76,76,,,,,,,,,graphic_slot,output/team-graphics/s3/GPL Teams Spieltag 14 (1).jpg
